,name,wikipedia_name,lat,lon,page,wiktor_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
991,Tongo,"Tongo, Sierra Leone",8.65,-11.0667,http://en.wikipedia.org/wiki/Tongo%2C_Sierra_Leone,"Tongo, Sierra Leone 8.65,-11.0667","Tongo, Sierra Leone "," 8.65 , -11.0667 "," 8.65 , -11.066666666667","Tongo, Sierra Leone 8.65,-11.0667","[(10.70894, -0.80228), (10.70894, -0.80228)]",1148.051842407678
992,Bau,"Bau, Sarawak",1.4167,110.0025,http://en.wikipedia.org/wiki/Bau%2C_Sarawak,"Bau, Sarawak 1.4167,110.0025","Bau, Sarawak "," 1.4167 , 110.0025 "," 1.41667 , 110.15","Bau, Sarawak 1.4167,110.0025","[(1.41667, 110.15), (1.41667, 110.15), (1.41667, 110.15)]",0.0
993,Linden,"Linden, New Jersey",40.6252,-74.2378,http://en.wikipedia.org/wiki/Linden%2C_New_Jersey,"Linden, New Jersey 40.6252,-74.2378","Linden, New Jersey "," 40.6252 , -74.2378 "," 40.6252 , -74.2378","Linden, New Jersey 40.6252,-74.2378",[],
994,Linden,"Linden, Alabama",32.3011,-87.7928,http://en.wikipedia.org/wiki/Linden%2C_Alabama,"Linden, Alabama 32.3011,-87.7928","Linden, Alabama "," 32.3011 , -87.7928 "," 32.301111111111 , -87.792777777778","Linden, Alabama 32.3011,-87.7928",[],
995,Linden,"Linden, Texas",33.008,-94.3644,http://en.wikipedia.org/wiki/Linden%2C_Texas,"Linden, Texas 33.008,-94.3644","Linden, Texas "," 33.008 , -94.3644 "," 33.0081 , -94.3644","Linden, Texas 33.008,-94.3644",[],
996,Linden,"Linden, Switzerland",46.85,7.6833,http://en.wikipedia.org/wiki/Linden%2C_Switzerland,"Linden, Switzerland 46.85,7.6833","Linden, Switzerland "," 46.85 , 7.6833 "," 46.84843 , 7.68681","Linden, Switzerland 46.85,7.6833",[],
997,Linden,"Linden, Guyana",5.99,-58.27,http://en.wikipedia.org/wiki/Linden%2C_Guyana,"Linden, Guyana 5.99,-58.27","Linden, Guyana "," 5.99 , -58.27 "," 6.0 , -58.3","Linden, Guyana 5.99,-58.27",[],
998,Linden,"Linden, Iowa",41.6436,94.2703,http://en.wikipedia.org/wiki/Linden%2C_Iowa,"Linden, Iowa 41.6436,94.2703","Linden, Iowa "," 41.6436 , 94.2703 "," 41.643611111111 , -94.270277777778","Linden, Iowa 41.6436,94.2703",[],
999,Linden,"Linden, California",38.02,-121.0914,http://en.wikipedia.org/wiki/Linden%2C_California,"Linden, California 38.02,-121.0914","Linden, California "," 38.02 , -121.0914 "," 38.01972 , -121.09139","Linden, California 38.02,-121.0914",[],
1000,Linden,"Linden, Alberta",51.5918,-113.4852,http://en.wikipedia.org/wiki/Linden%2C_Alberta,"Linden, Alberta 51.5918,-113.4852","Linden, Alberta "," 51.5918 , -113.4852 "," 51.5906 , -113.483","Linden, Alberta 51.5918,-113.4852",[],
1001,Linden,"Linden, Virginia",38.9081,-78.075,http://en.wikipedia.org/wiki/Linden%2C_Virginia,"Linden, Virginia 38.9081,-78.075","Linden, Virginia "," 38.9081 , -78.075 "," 38.9081 , -78.075","Linden, Virginia 38.9081,-78.075",[],
1002,Linden,"Linden, New South Wales",-33.7167,150.5,http://en.wikipedia.org/wiki/Linden%2C_New_South_Wales,"Linden, New South Wales -33.7167,150.5","Linden, New South Wales "," -33.7167 , 150.5 "," -33.7156 , 150.496","Linden, New South Wales -33.7167,150.5",[],
1003,Linden,"Linden, Florida",28.5667,-82.0333,http://en.wikipedia.org/wiki/Linden%2C_Florida,"Linden, Florida 28.5667,-82.0333","Linden, Florida "," 28.5667 , -82.0333 "," 28.5667 , -82.0333","Linden, Florida 28.5667,-82.0333",[],
1004,Linden,"Linden, Columbus, Ohio",40.0213,-82.973,http://en.wikipedia.org/wiki/Linden%2C_Columbus%2C_Ohio,"Linden, Columbus, Ohio 40.0213,-82.973","Linden, Columbus, Ohio "," 40.0213 , -82.973 "," 40.0213 , -82.973","Linden, Columbus, Ohio 40.0213,-82.973",[],
1005,Linden,"Linden, Western Australia",29.3,122.433,http://en.wikipedia.org/wiki/Linden%2C_Western_Australia,"Linden, Western Australia 29.3,122.433","Linden, Western Australia "," 29.3 , 122.433 "," -29.3 , 122.433","Linden, Western Australia 29.3,122.433",[],
1006,La Ceiba,La Ceiba,15.7667,-86.8333,http://en.wikipedia.org/wiki/La_Ceiba,"La Ceiba 15.7667,-86.8333",La Ceiba ," 15.7667 , -86.8333 "," 15.78 , -86.787777777778","La Ceiba 15.7667,-86.8333","[(15.75971, -86.78221), (15.75971, -86.78221), (15.75971, -86.78221), (15.75971, -86.78221), (15.75971, -86.78221)]",2.333493262650298
1007,Monte Grande,Monte Grande,-34.815,-58.4792,http://en.wikipedia.org/wiki/Monte_Grande,"Monte Grande -34.815,-58.4792",Monte Grande ," -34.815 , -58.4792 "," -34.816666666667 , -58.466666666667","Monte Grande -34.815,-58.4792","[(-34.8194, -58.46592), (-34.8194, -58.46592), (-34.8194, -58.46592), (-34.8194, -58.46592), (-34.8194, -58.46592)]",0.3114825887969918
1008,Somerset,Somerset,51.0133,-3.1061,http://en.wikipedia.org/wiki/Somerset,"Somerset 51.0133,-3.1061",Somerset ," 51.0133 , -3.1061 "," 51.3 , -3.0","Somerset 51.0133,-3.1061","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",5434.026210570275
1009,Somerset,"Somerset, New Jersey",40.5085,-74.5002,http://en.wikipedia.org/wiki/Somerset%2C_New_Jersey,"Somerset, New Jersey 40.5085,-74.5002","Somerset, New Jersey "," 40.5085 , -74.5002 "," 40.5085 , -74.5002","Somerset, New Jersey 40.5085,-74.5002","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",1.5650102950507117
1010,Somerset,"Somerset, Kentucky",37.0831,-84.6094,http://en.wikipedia.org/wiki/Somerset%2C_Kentucky,"Somerset, Kentucky 37.0831,-84.6094","Somerset, Kentucky "," 37.0831 , -84.6094 "," 37.0831 , -84.6094","Somerset, Kentucky 37.0831,-84.6094","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",955.0635612716194
1011,Somerset,"Somerset, Pennsylvania",40.0069,-79.0814,http://en.wikipedia.org/wiki/Somerset%2C_Pennsylvania,"Somerset, Pennsylvania 40.0069,-79.0814","Somerset, Pennsylvania "," 40.0069 , -79.0814 "," 40.0069 , -79.0814","Somerset, Pennsylvania 40.0069,-79.0814","[(40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808)]",0.3288604616445879
1012,Somerset,"Somerset, Massachusetts",41.7694,-71.1292,http://en.wikipedia.org/wiki/Somerset%2C_Massachusetts,"Somerset, Massachusetts 41.7694,-71.1292","Somerset, Massachusetts "," 41.7694 , -71.1292 "," 41.769444444444 , -71.129166666667","Somerset, Massachusetts 41.7694,-71.1292","[(41.76955, -71.12866), (41.76955, -71.12866), (41.76955, -71.12866), (41.76955, -71.12866)]",0.04362774136441818
1013,Somerset,"Somerset, Ohio",39.8069,-82.3014,http://en.wikipedia.org/wiki/Somerset%2C_Ohio,"Somerset, Ohio 39.8069,-82.3014","Somerset, Ohio "," 39.8069 , -82.3014 "," 39.8069 , -82.3011","Somerset, Ohio 39.8069,-82.3014","[(40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808), (40.00841, -79.07808)]",275.8053194037779
1014,Somerset,"Somerset, Maryland",38.9672,-77.0947,http://en.wikipedia.org/wiki/Somerset%2C_Maryland,"Somerset, Maryland 38.9672,-77.0947","Somerset, Maryland "," 38.9672 , -77.0947 "," 38.9672 , -77.0947","Somerset, Maryland 38.9672,-77.0947","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",280.3842172039663
1015,Somerset,"Somerset, Texas",29.2269,98.6575,http://en.wikipedia.org/wiki/Somerset%2C_Texas,"Somerset, Texas 29.2269,98.6575","Somerset, Texas "," 29.2269 , 98.6575 "," 29.2269 , -98.6575","Somerset, Texas 29.2269,98.6575","[(37.09202, -84.60411), (37.09202, -84.60411), (37.09202, -84.60411), (37.09202, -84.60411), (37.09202, -84.60411), (37.09202, -84.60411)]",1570.8291630370811
1016,Somerset,"Somerset, Wisconsin",45.125,92.675,http://en.wikipedia.org/wiki/Somerset%2C_Wisconsin,"Somerset, Wisconsin 45.125,92.675","Somerset, Wisconsin "," 45.125 , 92.675 "," 45.145277777778 , -92.703888888889","Somerset, Wisconsin 45.125,92.675","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",1568.827557980242
1017,Somerset,"Somerset, Queensland",-10.7436,142.5917,http://en.wikipedia.org/wiki/Somerset%2C_Queensland,"Somerset, Queensland -10.7436,142.5917","Somerset, Queensland "," -10.7436 , 142.5917 "," -10.743611111111 , 142.59166666667","Somerset, Queensland -10.7436,142.5917","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",15101.973235141482
1018,Somerset,"Somerset, New York",43.3367,-78.5461,http://en.wikipedia.org/wiki/Somerset%2C_New_York,"Somerset, New York 43.3367,-78.5461","Somerset, New York "," 43.3367 , -78.5461 "," 43.3475 , -78.555833333333","Somerset, New York 43.3367,-78.5461","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",462.12569216492335
1019,Somerset,"Somerset, Tasmania",-41.0406,145.8305,http://en.wikipedia.org/wiki/Somerset%2C_Tasmania,"Somerset, Tasmania -41.0406,145.8305","Somerset, Tasmania "," -41.0406 , 145.8305 "," -41.05 , 145.83333333","Somerset, Tasmania -41.0406,145.8305",[],
1020,Somerset,"Somerset, Calgary",50.8978,-114.0811,http://en.wikipedia.org/wiki/Somerset%2C_Calgary,"Somerset, Calgary 50.8978,-114.0811","Somerset, Calgary "," 50.8978 , -114.0811 "," 50.8978 , -114.081","Somerset, Calgary 50.8978,-114.0811","[(40.4976, -74.48849), (40.4976, -74.48849), (40.4976, -74.48849)]",3238.728992946043
1021,Woodstock,"Woodstock, Illinois",42.3175,-88.4461,http://en.wikipedia.org/wiki/Woodstock%2C_Illinois,"Woodstock, Illinois 42.3175,-88.4461","Woodstock, Illinois "," 42.3175 , -88.4461 "," 42.3175 , -88.446111111111","Woodstock, Illinois 42.3175,-88.4461","[(43.97757, -71.68508), (43.97757, -71.68508), (43.97757, -71.68508), (43.97757, -71.68508), (43.97757, -71.68508), (43.97757, -71.68508), (43.97757, -71.68508), (43.97757, -71.68508)]",1369.8231371465997
1022,Woodstock,"Woodstock, Ontario",43.1306,-80.7467,http://en.wikipedia.org/wiki/Woodstock%2C_Ontario,"Woodstock, Ontario 43.1306,-80.7467","Woodstock, Ontario "," 43.1306 , -80.7467 "," 43.130555555556 , -80.746666666667","Woodstock, Ontario 43.1306,-80.7467","[(42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487)]",635.4432870086298
1023,Woodstock,"Woodstock, Vermont",43.5944,-72.5483,http://en.wikipedia.org/wiki/Woodstock%2C_Vermont,"Woodstock, Vermont 43.5944,-72.5483","Woodstock, Vermont "," 43.5944 , -72.5483 "," 43.62424 , -72.51843","Woodstock, Vermont 43.5944,-72.5483","[(38.88178, -78.50584), (38.88178, -78.50584), (38.88178, -78.50584), (38.88178, -78.50584)]",726.6657726785369
1024,Woodstock,"Woodstock, Connecticut",41.9653,-72.0222,http://en.wikipedia.org/wiki/Woodstock%2C_Connecticut,"Woodstock, Connecticut 41.9653,-72.0222","Woodstock, Connecticut "," 41.9653 , -72.0222 "," 41.966666666667 , -72.016666666667","Woodstock, Connecticut 41.9653,-72.0222","[(41.94843, -71.97396), (41.94843, -71.97396), (41.94843, -71.97396)]",4.072188183131611
1025,Woodstock,"Woodstock, Oxfordshire",51.8519,-1.3536,http://en.wikipedia.org/wiki/Woodstock%2C_Oxfordshire,"Woodstock, Oxfordshire 51.8519,-1.3536","Woodstock, Oxfordshire "," 51.8519 , -1.3536 "," 51.845 , -1.354","Woodstock, Oxfordshire 51.8519,-1.3536","[(42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487)]",6278.048187430776
1026,Woodstock,"Woodstock, Virginia",38.8769,-78.5114,http://en.wikipedia.org/wiki/Woodstock%2C_Virginia,"Woodstock, Virginia 38.8769,-78.5114","Woodstock, Virginia "," 38.8769 , -78.5114 "," 38.88178 , -78.50584","Woodstock, Virginia 38.8769,-78.5114","[(34.10149, -84.51938), (34.10149, -84.51938), (34.10149, -84.51938), (34.10149, -84.51938), (34.10149, -84.51938)]",755.640729320517
1027,Woodstock,"Woodstock, Georgia",34.1014,-84.5194,http://en.wikipedia.org/wiki/Woodstock%2C_Georgia,"Woodstock, Georgia 34.1014,-84.5194","Woodstock, Georgia "," 34.1014 , -84.5194 "," 34.1014 , -84.5194","Woodstock, Georgia 34.1014,-84.5194",[],
1028,Woodstock,"Woodstock, New York",42.0557,-74.1652,http://en.wikipedia.org/wiki/Woodstock%2C_New_York,"Woodstock, New York 42.0557,-74.1652","Woodstock, New York "," 42.0557 , -74.1652 "," 42.042778 , -74.1175","Woodstock, New York 42.0557,-74.1652",[],
1029,Woodstock,"Woodstock, Maryland",39.3286,-76.8719,http://en.wikipedia.org/wiki/Woodstock%2C_Maryland,"Woodstock, Maryland 39.3286,-76.8719","Woodstock, Maryland "," 39.3286 , -76.8719 "," 39.3286 , -76.8719","Woodstock, Maryland 39.3286,-76.8719",[],
1030,Woodstock,"Woodstock, New Hampshire",43.9778,-71.6858,http://en.wikipedia.org/wiki/Woodstock%2C_New_Hampshire,"Woodstock, New Hampshire 43.9778,-71.6858","Woodstock, New Hampshire "," 43.9778 , -71.6858 "," 43.97757 , -71.68508","Woodstock, New Hampshire 43.9778,-71.6858",[],
1031,Woodstock,"Woodstock, Portland, Oregon",45.48,-122.61,http://en.wikipedia.org/wiki/Woodstock%2C_Portland%2C_Oregon,"Woodstock, Portland, Oregon 45.48,-122.61","Woodstock, Portland, Oregon "," 45.48 , -122.61 "," 45.48 , -122.61","Woodstock, Portland, Oregon 45.48,-122.61",[],
1032,Woodstock,"Woodstock, Queensland",-19.595,146.8367,http://en.wikipedia.org/wiki/Woodstock%2C_Queensland,"Woodstock, Queensland -19.595,146.8367","Woodstock, Queensland "," -19.595 , 146.8367 "," -19.595 , 146.837","Woodstock, Queensland -19.595,146.8367",[],
1033,Woodstock,"Woodstock, New South Wales",33.75,148.85,http://en.wikipedia.org/wiki/Woodstock%2C_New_South_Wales,"Woodstock, New South Wales 33.75,148.85","Woodstock, New South Wales "," 33.75 , 148.85 "," -33.75 , 148.85","Woodstock, New South Wales 33.75,148.85",[],
1034,Duma,"Duma, Nablus",32.0575,35.3672,http://en.wikipedia.org/wiki/Duma%2C_Nablus,"Duma, Nablus 32.0575,35.3672","Duma, Nablus "," 32.0575 , 35.3672 "," 32.0575 , 35.367222222222","Duma, Nablus 32.0575,35.3672",[],
1035,Dolo,"Dolo, Ethiopia",4.1667,42.0667,http://en.wikipedia.org/wiki/Dolo%2C_Ethiopia,"Dolo, Ethiopia 4.1667,42.0667","Dolo, Ethiopia "," 4.1667 , 42.0667 "," 4.16667 , 42.0667","Dolo, Ethiopia 4.1667,42.0667",[],
1036,Progreso,"Progreso, Yucatán",21.2828,-89.6636,http://en.wikipedia.org/wiki/Progreso%2C_Yucat%C3%A1n,"Progreso, Yucatán 21.2828,-89.6636","Progreso, Yucatán "," 21.2828 , -89.6636 "," 21.282777777778 , -89.663611111111","Progreso, Yucatán 21.2828,-89.6636",[],
1037,Marion,"Marion, Illinois",37.7303,-88.9303,http://en.wikipedia.org/wiki/Marion%2C_Illinois,"Marion, Illinois 37.7303,-88.9303","Marion, Illinois "," 37.7303 , -88.9303 "," 37.73028 , -88.93","Marion, Illinois 37.7303,-88.9303",[],
1038,Marion,"Marion, Indiana",40.5492,-85.6647,http://en.wikipedia.org/wiki/Marion%2C_Indiana,"Marion, Indiana 40.5492,-85.6647","Marion, Indiana "," 40.5492 , -85.6647 "," 40.5492 , -85.6647","Marion, Indiana 40.5492,-85.6647",[],
1039,Marion,"Marion, Ohio",40.5867,-83.1264,http://en.wikipedia.org/wiki/Marion%2C_Ohio,"Marion, Ohio 40.5867,-83.1264","Marion, Ohio "," 40.5867 , -83.1264 "," 40.58639 , -83.12639","Marion, Ohio 40.5867,-83.1264",[],
1040,Marion,"Marion, South Australia",-35.0167,138.5667,http://en.wikipedia.org/wiki/Marion%2C_South_Australia,"Marion, South Australia -35.0167,138.5667","Marion, South Australia "," -35.0167 , 138.5667 "," -34.997 , 138.552","Marion, South Australia -35.0167,138.5667",[],
1041,Marion,"Marion, Iowa",42.0378,-91.7597,http://en.wikipedia.org/wiki/Marion%2C_Iowa,"Marion, Iowa 42.0378,-91.7597","Marion, Iowa "," 42.0378 , -91.7597 "," 42.034166666667 , -91.597777777778","Marion, Iowa 42.0378,-91.7597",[],
1042,Marion,"Marion, Virginia",36.8333,-81.5167,http://en.wikipedia.org/wiki/Marion%2C_Virginia,"Marion, Virginia 36.8333,-81.5167","Marion, Virginia "," 36.8333 , -81.5167 "," 36.83484 , -81.51484","Marion, Virginia 36.8333,-81.5167",[],
1043,Marion,"Marion, Kentucky",37.3325,-88.0792,http://en.wikipedia.org/wiki/Marion%2C_Kentucky,"Marion, Kentucky 37.3325,-88.0792","Marion, Kentucky "," 37.3325 , -88.0792 "," 37.3325 , -88.07889","Marion, Kentucky 37.3325,-88.0792",[],
1044,Marion,"Marion, Massachusetts",41.7,-70.7633,http://en.wikipedia.org/wiki/Marion%2C_Massachusetts,"Marion, Massachusetts 41.7,-70.7633","Marion, Massachusetts "," 41.7 , -70.7633 "," 41.7 , -70.763333333333","Marion, Massachusetts 41.7,-70.7633",[],
1045,Marion,"Marion, Arkansas",35.2061,-90.2017,http://en.wikipedia.org/wiki/Marion%2C_Arkansas,"Marion, Arkansas 35.2061,-90.2017","Marion, Arkansas "," 35.2061 , -90.2017 "," 35.206111111111 , -90.201666666667","Marion, Arkansas 35.2061,-90.2017",[],
1046,Marion,"Marion, South Carolina",34.18,-79.3972,http://en.wikipedia.org/wiki/Marion%2C_South_Carolina,"Marion, South Carolina 34.18,-79.3972","Marion, South Carolina "," 34.18 , -79.3972 "," 34.18 , -79.397222222222","Marion, South Carolina 34.18,-79.3972",[],
1047,Marion,"Marion, Louisiana",32.9017,92.2433,http://en.wikipedia.org/wiki/Marion%2C_Louisiana,"Marion, Louisiana 32.9017,92.2433","Marion, Louisiana "," 32.9017 , 92.2433 "," 32.90167 , -92.24333","Marion, Louisiana 32.9017,92.2433",[],
1048,Marion,"Marion, North Dakota",46.6074,-98.3335,http://en.wikipedia.org/wiki/Marion%2C_North_Dakota,"Marion, North Dakota 46.6074,-98.3335","Marion, North Dakota "," 46.6074 , -98.3335 "," 46.607222222222 , -98.333611111111","Marion, North Dakota 46.6074,-98.3335",[],
1049,Marion,"Marion, Utah",40.6814,-111.2828,http://en.wikipedia.org/wiki/Marion%2C_Utah,"Marion, Utah 40.6814,-111.2828","Marion, Utah "," 40.6814 , -111.2828 "," 40.6814 , -111.283","Marion, Utah 40.6814,-111.2828",[],
1050,Villanueva,"Villanueva, La Guajira",10.6053,-72.98,http://en.wikipedia.org/wiki/Villanueva%2C_La_Guajira,"Villanueva, La Guajira 10.6053,-72.98","Villanueva, La Guajira "," 10.6053 , -72.98 "," 10.605277777778 , -72.98","Villanueva, La Guajira 10.6053,-72.98",[],
1051,Villanueva,"Villanueva, Misamis Oriental",8.589,124.776,http://en.wikipedia.org/wiki/Villanueva%2C_Misamis_Oriental,"Villanueva, Misamis Oriental 8.589,124.776","Villanueva, Misamis Oriental "," 8.589 , 124.776 "," 8.5833333333333 , 124.78333333333","Villanueva, Misamis Oriental 8.589,124.776",[],
1052,Villanueva,"Villanueva, Zacatecas",22.3536,-102.8831,http://en.wikipedia.org/wiki/Villanueva%2C_Zacatecas,"Villanueva, Zacatecas 22.3536,-102.8831","Villanueva, Zacatecas "," 22.3536 , -102.8831 "," 22.353611111111 , -102.88305555556","Villanueva, Zacatecas 22.3536,-102.8831",[],
1053,San Jacinto,"San Jacinto, California",33.7872,-116.9667,http://en.wikipedia.org/wiki/San_Jacinto%2C_California,"San Jacinto, California 33.7872,-116.9667","San Jacinto, California "," 33.7872 , -116.9667 "," 33.787222222222 , -116.96666666667","San Jacinto, California 33.7872,-116.9667",[],
1054,San Jacinto,"San Jacinto, Pangasinan",16.0725,120.4411,http://en.wikipedia.org/wiki/San_Jacinto%2C_Pangasinan,"San Jacinto, Pangasinan 16.0725,120.4411","San Jacinto, Pangasinan "," 16.0725 , 120.4411 "," 16.0725 , 120.441111","San Jacinto, Pangasinan 16.0725,120.4411",[],
1055,Tura,"Tura, Meghalaya",25.52,90.22,http://en.wikipedia.org/wiki/Tura%2C_Meghalaya,"Tura, Meghalaya 25.52,90.22","Tura, Meghalaya "," 25.52 , 90.22 "," 25.52 , 90.22","Tura, Meghalaya 25.52,90.22",[],
1056,La Luz,"La Luz, New Mexico",32.9764,-105.9456,http://en.wikipedia.org/wiki/La_Luz%2C_New_Mexico,"La Luz, New Mexico 32.9764,-105.9456","La Luz, New Mexico "," 32.9764 , -105.9456 "," 32.9764 , -105.946","La Luz, New Mexico 32.9764,-105.9456",[],
1057,Portland,"Portland, Maine",43.66,-70.256,http://en.wikipedia.org/wiki/Portland%2C_Maine,"Portland, Maine 43.66,-70.256","Portland, Maine "," 43.66 , -70.256 "," 43.666666666667 , -70.266666666667","Portland, Maine 43.66,-70.256",[],
1058,Portland,"Portland, Victoria",-38.3333,141.6,http://en.wikipedia.org/wiki/Portland%2C_Victoria,"Portland, Victoria -38.3333,141.6","Portland, Victoria "," -38.3333 , 141.6 "," -38.3462 , 141.60257","Portland, Victoria -38.3333,141.6",[],
1059,Portland,"Portland, Connecticut",41.5992,-72.5906,http://en.wikipedia.org/wiki/Portland%2C_Connecticut,"Portland, Connecticut 41.5992,-72.5906","Portland, Connecticut "," 41.5992 , -72.5906 "," 41.57288 , -72.64065","Portland, Connecticut 41.5992,-72.5906",[],
1060,Portland,"Portland, Indiana",40.4339,-84.98,http://en.wikipedia.org/wiki/Portland%2C_Indiana,"Portland, Indiana 40.4339,-84.98","Portland, Indiana "," 40.4339 , -84.98 "," 40.4339 , -84.98","Portland, Indiana 40.4339,-84.98",[],
1061,Portland,"Portland, Michigan",42.8681,84.9028,http://en.wikipedia.org/wiki/Portland%2C_Michigan,"Portland, Michigan 42.8681,84.9028","Portland, Michigan "," 42.8681 , 84.9028 "," 42.869166666667 , -84.903055555556","Portland, Michigan 42.8681,84.9028",[],
1062,Portland,"Portland, Tennessee",36.5822,86.5156,http://en.wikipedia.org/wiki/Portland%2C_Tennessee,"Portland, Tennessee 36.5822,86.5156","Portland, Tennessee "," 36.5822 , 86.5156 "," 36.5825 , -86.515833333333","Portland, Tennessee 36.5822,86.5156",[],
1063,Portland,"Portland, Texas",27.8831,-97.3206,http://en.wikipedia.org/wiki/Portland%2C_Texas,"Portland, Texas 27.8831,-97.3206","Portland, Texas "," 27.8831 , -97.3206 "," 27.8831 , -97.3206","Portland, Texas 27.8831,-97.3206",[],
1064,Portland,"Portland, Pennsylvania",40.9206,-75.0978,http://en.wikipedia.org/wiki/Portland%2C_Pennsylvania,"Portland, Pennsylvania 40.9206,-75.0978","Portland, Pennsylvania "," 40.9206 , -75.0978 "," 40.92315 , -75.09657","Portland, Pennsylvania 40.9206,-75.0978",[],
1065,Portland,"Portland, New York",42.3828,-79.4619,http://en.wikipedia.org/wiki/Portland%2C_New_York,"Portland, New York 42.3828,-79.4619","Portland, New York "," 42.3828 , -79.4619 "," 42.382777777778 , -79.461944444444","Portland, New York 42.3828,-79.4619",[],
1066,Portland,"Portland, Ontario",44.6986,-76.1903,http://en.wikipedia.org/wiki/Portland%2C_Ontario,"Portland, Ontario 44.6986,-76.1903","Portland, Ontario "," 44.6986 , -76.1903 "," 44.6986 , -76.1903","Portland, Ontario 44.6986,-76.1903",[],
1067,Madang,Madang,-5.2269,145.7939,http://en.wikipedia.org/wiki/Madang,"Madang -5.2269,145.7939",Madang ," -5.2269 , 145.7939 "," -5.2166666666667 , 145.8","Madang -5.2269,145.7939",[],
1068,Franklin,"Franklin, New Hampshire",43.4442,-71.6475,http://en.wikipedia.org/wiki/Franklin%2C_New_Hampshire,"Franklin, New Hampshire 43.4442,-71.6475","Franklin, New Hampshire "," 43.4442 , -71.6475 "," 43.4442 , -71.6475","Franklin, New Hampshire 43.4442,-71.6475",[],
1069,Franklin,"Franklin, New Jersey",41.109,-74.5886,http://en.wikipedia.org/wiki/Franklin%2C_New_Jersey,"Franklin, New Jersey 41.109,-74.5886","Franklin, New Jersey "," 41.109 , -74.5886 "," 41.109 , -74.5886","Franklin, New Jersey 41.109,-74.5886",[],
1070,Franklin,"Franklin, Indiana",39.4897,-86.0567,http://en.wikipedia.org/wiki/Franklin%2C_Indiana,"Franklin, Indiana 39.4897,-86.0567","Franklin, Indiana "," 39.4897 , -86.0567 "," 39.4897 , -86.0567","Franklin, Indiana 39.4897,-86.0567",[],
1071,Franklin,"Franklin, Kentucky",36.7225,-86.5775,http://en.wikipedia.org/wiki/Franklin%2C_Kentucky,"Franklin, Kentucky 36.7225,-86.5775","Franklin, Kentucky "," 36.7225 , -86.5775 "," 36.7225 , -86.5775","Franklin, Kentucky 36.7225,-86.5775",[],
1072,Franklin,"Franklin, Louisiana",29.7917,-91.5083,http://en.wikipedia.org/wiki/Franklin%2C_Louisiana,"Franklin, Louisiana 29.7917,-91.5083","Franklin, Louisiana "," 29.7917 , -91.5083 "," 29.7917 , -91.5083","Franklin, Louisiana 29.7917,-91.5083",[],
1073,Franklin,"Franklin, Massachusetts",42.0833,-71.4,http://en.wikipedia.org/wiki/Franklin%2C_Massachusetts,"Franklin, Massachusetts 42.0833,-71.4","Franklin, Massachusetts "," 42.0833 , -71.4 "," 42.083333333333 , -71.4","Franklin, Massachusetts 42.0833,-71.4",[],
1074,Franklin,"Franklin, Pennsylvania",41.395,-79.8336,http://en.wikipedia.org/wiki/Franklin%2C_Pennsylvania,"Franklin, Pennsylvania 41.395,-79.8336","Franklin, Pennsylvania "," 41.395 , -79.8336 "," 41.3978 , -79.8314","Franklin, Pennsylvania 41.395,-79.8336",[],
1075,Franklin,"Franklin, Ohio",39.5614,-84.3017,http://en.wikipedia.org/wiki/Franklin%2C_Ohio,"Franklin, Ohio 39.5614,-84.3017","Franklin, Ohio "," 39.5614 , -84.3017 "," 39.5614 , -84.3017","Franklin, Ohio 39.5614,-84.3017",[],
