,name,lat,lon,lgl_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
632,Corsicana,32.0954,-96.4689,"Corsicana 32.0954,-96.4689",Corsicana ," 32.0954 , -96.4689 "," 32.0925 , -96.469444444444","Corsicana 32.0954,-96.4689",[],
633,Navarro County,32.0502,-96.4669,"Navarro County 32.0502,-96.4669",Navarro County ," 32.0502 , -96.4669 "," 32.05 , -96.47","Navarro County 32.0502,-96.4669",[],
634,Gun Barrel City,32.3346,-96.1514,"Gun Barrel City 32.3346,-96.1514",Gun Barrel City ," 32.3346 , -96.1514 "," 32.33459 , -96.15136","Gun Barrel City 32.3346,-96.1514",[],
635,Kaufman County,32.6001,-96.3003,"Kaufman County 32.6001,-96.3003",Kaufman County ," 32.6001 , -96.3003 "," 32.6 , -96.28","Kaufman County 32.6001,-96.3003",[],
636,Brownsboro,32.3024,-95.6136,"Brownsboro 32.3024,-95.6136",Brownsboro ," 32.3024 , -95.6136 "," 32.3008 , -95.615","Brownsboro 32.3024,-95.6136",[],
637,Decatur,35.5148,-84.7902,"Decatur 35.5148,-84.7902",Decatur ," 35.5148 , -84.7902 "," 35.51479 , -84.79022","Decatur 35.5148,-84.7902",[],
638,Loudon County,35.7334,-84.3166,"Loudon County 35.7334,-84.3166",Loudon County ," 35.7334 , -84.3166 "," 35.73 , -84.31","Loudon County 35.7334,-84.3166",[],
639,Athens,35.4429,-84.593,"Athens 35.4429,-84.593",Athens ," 35.4429 , -84.593 "," 35.448171 , -84.602069","Athens 35.4429,-84.593",[],
641,Knoxville,35.9606,-83.9207,"Knoxville 35.9606,-83.9207",Knoxville ," 35.9606 , -83.9207 "," 35.966666666667 , -83.95","Knoxville 35.9606,-83.9207",[],
642,Chattanooga,35.0456,-85.3097,"Chattanooga 35.0456,-85.3097",Chattanooga ," 35.0456 , -85.3097 "," 35.045555555556 , -85.267222222222","Chattanooga 35.0456,-85.3097",[],
643,McMinn County,35.4334,-84.5999,"McMinn County 35.4334,-84.5999",McMinn County ," 35.4334 , -84.5999 "," 35.42 , -84.62","McMinn County 35.4334,-84.5999",[],
644,Ten Mile,35.6667,-84.6647,"Ten Mile 35.6667,-84.6647",Ten Mile ," 35.6667 , -84.6647 "," 35.666 , -84.664","Ten Mile 35.6667,-84.6647",[],
645,Etowah,35.3234,-84.5249,"Etowah 35.3234,-84.5249",Etowah ," 35.3234 , -84.5249 "," 35.329444444444 , -84.528333333333","Etowah 35.3234,-84.5249",[],
646,Niota,35.5134,-84.5452,"Niota 35.5134,-84.5452",Niota ," 35.5134 , -84.5452 "," 35.514166666667 , -84.547222222222","Niota 35.5134,-84.5452",[],
647,Nashville,36.1659,-86.7844,"Nashville 36.1659,-86.7844",Nashville ," 36.1659 , -86.7844 "," 36.165 , -86.783888888889","Nashville 36.1659,-86.7844","[(36.16589, -86.78444)]",0.11064076839366054
648,Miami,25.7743,-80.1937,"Miami 25.7743,-80.1937",Miami ," 25.7743 , -80.1937 "," 25.783333333333 , -80.216666666667","Miami 25.7743,-80.1937",[],
649,Alton,38.8906,-90.1843,"Alton 38.8906,-90.1843",Alton ," 38.8906 , -90.1843 "," 38.90028 , -90.15972","Alton 38.8906,-90.1843",[],
650,Indiana,40.0003,-86.2503,"Indiana 40.0003,-86.2503",Indiana ," 40.0003 , -86.2503 "," 39.933333333333 , -86.216666666667","Indiana 40.0003,-86.2503",[],
651,Vanderburgh County,38.0828,-87.5506,"Vanderburgh County 38.0828,-87.5506",Vanderburgh County ," 38.0828 , -87.5506 "," 38.02 , -87.58","Vanderburgh County 38.0828,-87.5506",[],
652,Evansville,37.9748,-87.5558,"Evansville 37.9748,-87.5558",Evansville ," 37.9748 , -87.5558 "," 37.974722222222 , -87.555833333333","Evansville 37.9748,-87.5558",[],
653,Madison County,38.8334,-89.9001,"Madison County 38.8334,-89.9001",Madison County ," 38.8334 , -89.9001 "," 38.83 , -89.91","Madison County 38.8334,-89.9001",[],
654,Godfrey,38.9556,-90.1868,"Godfrey 38.9556,-90.1868",Godfrey ," 38.9556 , -90.1868 "," 38.9481 , -90.2028","Godfrey 38.9556,-90.1868",[],
655,Glen Carbon,38.7484,-89.9832,"Glen Carbon 38.7484,-89.9832",Glen Carbon ," 38.7484 , -89.9832 "," 38.7597 , -89.9692","Glen Carbon 38.7484,-89.9832",[],
656,Edwardsville,38.8114,-89.9532,"Edwardsville 38.8114,-89.9532",Edwardsville ," 38.8114 , -89.9532 "," 38.803888888889 , -89.958333333333","Edwardsville 38.8114,-89.9532",[],
657,Maryville,38.7237,-89.9559,"Maryville 38.7237,-89.9559",Maryville ," 38.7237 , -89.9559 "," 38.72528 , -89.9575","Maryville 38.7237,-89.9559",[],
658,Rochester,43.1548,-77.6156,"Rochester 43.1548,-77.6156",Rochester ," 43.1548 , -77.6156 "," 43.165555555556 , -77.611388888889","Rochester 43.1548,-77.6156",[],
659,Oregon,44.0001,-120.501,"Oregon 44.0001,-120.501",Oregon ," 44.0001 , -120.501 "," 43.935833 , -120.575","Oregon 44.0001,-120.501","[(44.00013, -120.50139), (44.00013, -120.50139)]",9.263888790856562
661,Columbia,34.0007,-81.0348,"Columbia 34.0007,-81.0348",Columbia ," 34.0007 , -81.0348 "," 34.000555555556 , -81.044166666667","Columbia 34.0007,-81.0348","[(34.00071, -81.03481), (34.00071, -81.03481), (34.00071, -81.03481), (34.00071, -81.03481), (34.00071, -81.03481), (34.00071, -81.03481)]",0.8627079251429993
662,South Carolina,34.0004,-81.0001,"South Carolina 34.0004,-81.0001",South Carolina ," 34.0004 , -81.0001 "," 34.0 , -81.0","South Carolina 34.0004,-81.0001","[(34.00043, -81.00009), (34.00043, -81.00009), (34.00043, -81.00009), (34.00043, -81.00009)]",0.04852835873422795
663,Alaska,64.0003,-150,"Alaska 64.0003,-150",Alaska ," 64.0003 , -150 "," 64.0 , -150.0","Alaska 64.0003,-150",[],
664,Nevada,39.2502,-116.751,"Nevada 39.2502,-116.751",Nevada ," 39.2502 , -116.751 "," 39.0 , -117.0","Nevada 39.2502,-116.751","[(39.25021, -116.75119), (39.25021, -116.75119)]",35.138580082848065
665,Florence,34.1954,-79.7626,"Florence 34.1954,-79.7626",Florence ," 34.1954 , -79.7626 "," 34.183888888889 , -79.774166666667","Florence 34.1954,-79.7626","[(43.77925, 11.24626)]",7537.260063064558
667,Columbia County,33.5501,-82.2504,"Columbia County 33.5501,-82.2504",Columbia County ," 33.5501 , -82.2504 "," 33.55 , -82.26","Columbia County 33.5501,-82.2504",[],
668,Richmond County,33.3668,-82.0998,"Richmond County 33.3668,-82.0998",Richmond County ," 33.3668 , -82.0998 "," 33.36 , -82.07","Richmond County 33.3668,-82.0998",[],
669,Grovetown,33.4504,-82.1982,"Grovetown 33.4504,-82.1982",Grovetown ," 33.4504 , -82.1982 "," 33.4494 , -82.1969","Grovetown 33.4504,-82.1982",[],
670,Martinez,33.5174,-82.0757,"Martinez 33.5174,-82.0757",Martinez ," 33.5174 , -82.0757 "," 33.51583 , -82.1","Martinez 33.5174,-82.0757",[],
671,Harlem,33.4146,-82.3126,"Harlem 33.4146,-82.3126",Harlem ," 33.4146 , -82.3126 "," 33.4169 , -82.3139","Harlem 33.4146,-82.3126",[],
672,Monroeville,31.5279,-87.3247,"Monroeville 31.5279,-87.3247",Monroeville ," 31.5279 , -87.3247 "," 31.518075 , -87.327543","Monroeville 31.5279,-87.3247",[],
673,Alabama,32.7504,-86.7503,"Alabama 32.7504,-86.7503",Alabama ," 32.7504 , -86.7503 "," 32.7 , -86.7","Alabama 32.7504,-86.7503",[],
674,Newton County,33.5501,-83.8499,"Newton County 33.5501,-83.8499",Newton County ," 33.5501 , -83.8499 "," 33.599243 , -83.858729","Newton County 33.5501,-83.8499",[],
675,Decatur,33.7748,-84.2963,"Decatur 33.7748,-84.2963",Decatur ," 33.7748 , -84.2963 "," 33.7714 , -84.2978","Decatur 33.7748,-84.2963","[(33.77483, -84.29631), (33.77483, -84.29631), (39.84031, -88.9548), (39.84031, -88.9548), (34.60593, -86.98334), (34.60593, -86.98334), (34.60593, -86.98334), (34.60593, -86.98334), (34.60593, -86.98334)]",263.8586046130011
676,Decatur,39.8403,-88.9548,"Decatur 39.8403,-88.9548",Decatur ," 39.8403 , -88.9548 "," 39.851666666667 , -88.944166666667","Decatur 39.8403,-88.9548",[],
677,Falls Village,41.9559,-73.3632,"Falls Village 41.9559,-73.3632",Falls Village ," 41.9559 , -73.3632 "," 41.956389 , -73.363611","Falls Village 41.9559,-73.3632",[],
678,Cornwall,41.8437,-73.3293,"Cornwall 41.8437,-73.3293",Cornwall ," 41.8437 , -73.3293 "," 41.845277777778 , -73.331388888889","Cornwall 41.8437,-73.3293",[],
679,Kent,41.7248,-73.4771,"Kent 41.7248,-73.4771",Kent ," 41.7248 , -73.4771 "," 41.72482 , -73.47707","Kent 41.7248,-73.4771",[],
680,Canaan,42.0273,-73.3293,"Canaan 42.0273,-73.3293",Canaan ," 42.0273 , -73.3293 "," 41.9617 , -73.3083","Canaan 42.0273,-73.3293",[],
681,Salisbury,41.9834,-73.4212,"Salisbury 41.9834,-73.4212",Salisbury ," 41.9834 , -73.4212 "," 41.985 , -73.422222222222","Salisbury 41.9834,-73.4212",[],
682,Sharon,41.8793,-73.4768,"Sharon 41.8793,-73.4768",Sharon ," 41.8793 , -73.4768 "," 41.87926 , -73.47679","Sharon 41.8793,-73.4768",[],
683,Harwinton,41.7712,-73.0598,"Harwinton 41.7712,-73.0598",Harwinton ," 41.7712 , -73.0598 "," 41.754444444444 , -73.056944444444","Harwinton 41.7712,-73.0598",[],
684,Litchfield,41.7473,-73.1887,"Litchfield 41.7473,-73.1887",Litchfield ," 41.7473 , -73.1887 "," 41.747222222222 , -73.189722222222","Litchfield 41.7473,-73.1887",[],
685,Burlington,41.7693,-72.9645,"Burlington 41.7693,-72.9645",Burlington ," 41.7693 , -72.9645 "," 41.758611111111 , -72.957777777778","Burlington 41.7693,-72.9645",[],
686,Stamford,41.0534,-73.5387,"Stamford 41.0534,-73.5387",Stamford ," 41.0534 , -73.5387 "," 41.096666666667 , -73.552222222222","Stamford 41.0534,-73.5387",[],
687,Hartford,41.7637,-72.6851,"Hartford 41.7637,-72.6851",Hartford ," 41.7637 , -72.6851 "," 41.763333333333 , -72.685","Hartford 41.7637,-72.6851","[(41.76371, -72.68509), (41.76371, -72.68509), (41.76371, -72.68509), (41.76371, -72.68509)]",0.0425434703299053
688,New Jersey,40.1671,-74.4999,"New Jersey 40.1671,-74.4999",New Jersey ," 40.1671 , -74.4999 "," 40.0 , -74.5","New Jersey 40.1671,-74.4999","[(40.16706, -74.49987)]",18.576253979363546
689,Caribbean Sea,15,-75,"Caribbean Sea 15,-75",Caribbean Sea ," 15 , -75 "," 17.67694 , -64.84694","Caribbean Sea 15,-75",[],
690,Torrington,41.8007,-73.1212,"Torrington 41.8007,-73.1212",Torrington ," 41.8007 , -73.1212 "," 41.835 , -73.011944444444","Torrington 41.8007,-73.1212",[],
691,Bantam,41.7245,-73.2362,"Bantam 41.7245,-73.2362",Bantam ," 41.7245 , -73.2362 "," 41.724444444444 , -73.236111111111","Bantam 41.7245,-73.2362",[],
692,Danbury,41.3948,-73.454,"Danbury 41.3948,-73.454",Danbury ," 41.3948 , -73.454 "," 41.402222222222 , -73.471111111111","Danbury 41.3948,-73.454",[],
693,New Milford,41.577,-73.4085,"New Milford 41.577,-73.4085",New Milford ," 41.577 , -73.4085 "," 41.57704 , -73.40845","New Milford 41.577,-73.4085",[],
694,Winsted,41.9212,-73.0601,"Winsted 41.9212,-73.0601",Winsted ," 41.9212 , -73.0601 "," 41.921111111111 , -73.06","Winsted 41.9212,-73.0601",[],
695,Naugatuck River,41.3137,-73.0807,"Naugatuck River 41.3137,-73.0807",Naugatuck River ," 41.3137 , -73.0807 "," 41.6531 , -73.0775","Naugatuck River 41.3137,-73.0807",[],
696,Waterbury,41.5582,-73.0515,"Waterbury 41.5582,-73.0515",Waterbury ," 41.5582 , -73.0515 "," 41.558333333333 , -73.036944444444","Waterbury 41.5582,-73.0515",[],
697,Albany,42.6526,-73.7562,"Albany 42.6526,-73.7562",Albany ," 42.6526 , -73.7562 "," 42.65 , -73.766666666667","Albany 42.6526,-73.7562",[],
698,Weston,41.2009,-73.3807,"Weston 41.2009,-73.3807",Weston ," 41.2009 , -73.3807 "," 41.225555555556 , -73.370555555556","Weston 41.2009,-73.3807",[],
699,Glastonbury,41.7123,-72.6081,"Glastonbury 41.7123,-72.6081",Glastonbury ," 41.7123 , -72.6081 "," 41.686944444444 , -72.544722222222","Glastonbury 41.7123,-72.6081",[],
700,Middletown,41.5623,-72.6507,"Middletown 41.5623,-72.6507",Middletown ," 41.5623 , -72.6507 "," 41.562222222222 , -72.651111111111","Middletown 41.5623,-72.6507",[],
701,Berlin,41.6215,-72.7457,"Berlin 41.6215,-72.7457",Berlin ," 41.6215 , -72.7457 "," 41.613888888889 , -72.7725","Berlin 41.6215,-72.7457",[],
702,Clinton,41.2787,-72.5276,"Clinton 41.2787,-72.5276",Clinton ," 41.2787 , -72.5276 "," 41.27871 , -72.52759","Clinton 41.2787,-72.5276",[],
703,East Hampton,41.5759,-72.5026,"East Hampton 41.5759,-72.5026",East Hampton ," 41.5759 , -72.5026 "," 41.57593 , -72.50259","East Hampton 41.5759,-72.5026",[],
704,Portland,41.5729,-72.6406,"Portland 41.5729,-72.6406",Portland ," 41.5729 , -72.6406 "," 41.57288 , -72.64065","Portland 41.5729,-72.6406",[],
706,Wallingford,41.457,-72.8232,"Wallingford 41.457,-72.8232",Wallingford ," 41.457 , -72.8232 "," 41.45704 , -72.82316","Wallingford 41.457,-72.8232",[],
707,Cromwell,41.5951,-72.6454,"Cromwell 41.5951,-72.6454",Cromwell ," 41.5951 , -72.6454 "," 41.5951 , -72.64537","Cromwell 41.5951,-72.6454",[],
708,Cambridge,52.2,0.116667,"Cambridge 52.2,0.116667",Cambridge ," 52.2 , 0.116667 "," 52.208055555556 , 0.1225","Cambridge 52.2,0.116667",[],
709,Cherry Hinton,52.1833,0.183333,"Cherry Hinton 52.1833,0.183333",Cherry Hinton ," 52.1833 , 0.183333 "," 52.1849 , 0.176","Cherry Hinton 52.1833,0.183333",[],
710,Flumeri,41.0778,15.1477,"Flumeri 41.0778,15.1477",Flumeri ," 41.0778 , 15.1477 "," 41.078888888889 , 15.148611111111","Flumeri 41.0778,15.1477",[],
711,England,52.1605,-0.703125,"England 52.1605,-0.703125",England ," 52.1605 , -0.703125 "," 53.0 , -1.0","England 52.1605,-0.703125","[(52.16045, -0.70312)]",95.48443208876338
712,Kentford,52.2667,0.5,"Kentford 52.2667,0.5",Kentford ," 52.2667 , 0.5 "," 52.272491666667 , 0.50412777777778","Kentford 52.2667,0.5",[],
716,Peterborough,52.5833,-0.25,"Peterborough 52.5833,-0.25",Peterborough ," 52.5833 , -0.25 "," 52.583333333333 , -0.25","Peterborough 52.5833,-0.25",[],
717,East Cambridgeshire,52.3167,0.3,"East Cambridgeshire 52.3167,0.3",East Cambridgeshire ," 52.3167 , 0.3 "," 52.387 , 0.294","East Cambridgeshire 52.3167,0.3",[],
718,Huntingdon,52.3333,-0.183333,"Huntingdon 52.3333,-0.183333",Huntingdon ," 52.3333 , -0.183333 "," 52.3364 , -0.1717","Huntingdon 52.3333,-0.183333",[],
722,Cambridge,40.0312,-81.5885,"Cambridge 40.0312,-81.5885",Cambridge ," 40.0312 , -81.5885 "," 40.025 , -81.586666666667","Cambridge 40.0312,-81.5885","[(43.3601, -80.31269), (43.3601, -80.31269), (43.3601, -80.31269)]",385.6241968651814
723,Guernsey County,40.0501,-81.5165,"Guernsey County 40.0501,-81.5165",Guernsey County ," 40.0501 , -81.5165 "," 40.05 , -81.5","Guernsey County 40.0501,-81.5165",[],
724,Mount Gilead,40.5492,-82.8274,"Mount Gilead 40.5492,-82.8274",Mount Gilead ," 40.5492 , -82.8274 "," 40.5522 , -82.8317","Mount Gilead 40.5492,-82.8274","[(40.54923, -82.8274), (40.54923, -82.8274)]",0.49097344703517076
725,Morrow County,40.5334,-82.7832,"Morrow County 40.5334,-82.7832",Morrow County ," 40.5334 , -82.7832 "," 40.53 , -82.8","Morrow County 40.5334,-82.7832",[],
726,Euclid,41.5931,-81.5268,"Euclid 41.5931,-81.5268",Euclid ," 41.5931 , -81.5268 "," 41.595555555556 , -81.519166666667","Euclid 41.5931,-81.5268","[(41.53311, -81.57901)]",8.544159640214678
727,Youngstown,41.0998,-80.6495,"Youngstown 41.0998,-80.6495",Youngstown ," 41.0998 , -80.6495 "," 41.096388888889 , -80.649166666667","Youngstown 41.0998,-80.6495","[(41.09978, -80.64952), (41.09978, -80.64952)]",0.37823547669199864
728,Mansfield,40.7584,-82.5154,"Mansfield 40.7584,-82.5154",Mansfield ," 40.7584 , -82.5154 "," 40.754856 , -82.522855","Mansfield 40.7584,-82.5154","[(40.75839, -82.51545), (40.75839, -82.51545), (40.75839, -82.51545)]",0.7371856011282778
729,Richland County,40.7834,-82.5499,"Richland County 40.7834,-82.5499",Richland County ," 40.7834 , -82.5499 "," 40.78 , -82.54","Richland County 40.7834,-82.5499","[(40.77468, -82.53648)]",0.6616571028125288
730,Columbus,39.9612,-82.9988,"Columbus 39.9612,-82.9988",Columbus ," 39.9612 , -82.9988 "," 39.983333333333 , -82.983333333333","Columbus 39.9612,-82.9988","[(39.96118, -82.99879), (39.96118, -82.99879), (39.96118, -82.99879), (39.96118, -82.99879), (39.96118, -82.99879), (39.96118, -82.99879), (39.96118, -82.99879), (39.96118, -82.99879)]",2.79336873611505
731,Toledo,41.6639,-83.5552,"Toledo 41.6639,-83.5552",Toledo ," 41.6639 , -83.5552 "," 41.666666666667 , -83.583333333333","Toledo 41.6639,-83.5552",[],
732,Byesville,39.9698,-81.5365,"Byesville 39.9698,-81.5365",Byesville ," 39.9698 , -81.5365 "," 39.9689 , -81.5411","Byesville 39.9698,-81.5365",[],
733,Pleasant City,39.9037,-81.5454,"Pleasant City 39.9037,-81.5454",Pleasant City ," 39.9037 , -81.5454 "," 39.9033 , -81.5419","Pleasant City 39.9037,-81.5454","[(39.90368, -81.5454)]",0.3015275600195701
734,Lore City,39.9848,-81.4585,"Lore City 39.9848,-81.4585",Lore City ," 39.9848 , -81.4585 "," 39.9839 , -81.4586","Lore City 39.9848,-81.4585","[(39.98479, -81.45845)]",0.0997854047503581
735,Wooster,40.8051,-81.9351,"Wooster 40.8051,-81.9351",Wooster ," 40.8051 , -81.9351 "," 40.8092 , -81.9372","Wooster 40.8051,-81.9351","[(40.80517, -81.93646)]",0.4524236719285636
736,Franklin County,39.9667,-83.0166,"Franklin County 39.9667,-83.0166",Franklin County ," 39.9667 , -83.0166 "," 39.97 , -83.01","Franklin County 39.9667,-83.0166","[(39.92742, -77.72127), (39.96952, -83.00935)]",225.4349763620198
737,Akron,41.0814,-81.519,"Akron 41.0814,-81.519",Akron ," 41.0814 , -81.519 "," 41.073055555556 , -81.517777777778","Akron 41.0814,-81.519","[(41.08144, -81.51901)]",0.9380129194179764
738,Orlando,28.5383,-81.3792,"Orlando 28.5383,-81.3792",Orlando ," 28.5383 , -81.3792 "," 28.533611111111 , -81.386666666667","Orlando 28.5383,-81.3792","[(28.53834, -81.37924), (28.53834, -81.37924), (28.53834, -81.37924)]",0.8960068416435597
739,Florida,28.7505,-82.5001,"Florida 28.7505,-82.5001",Florida ," 28.7505 , -82.5001 "," 28.133333333333 , -81.631666666667","Florida 28.7505,-82.5001","[(28.75054, -82.5001), (28.75054, -82.5001), (28.75054, -82.5001), (28.75054, -82.5001), (28.75054, -82.5001), (28.75054, -82.5001)]",109.17730433346416
740,Lebanon,39.4353,-84.203,"Lebanon 39.4353,-84.203",Lebanon ," 39.4353 , -84.203 "," 39.426666666667 , -84.2125","Lebanon 39.4353,-84.203",[],
741,Warren County,39.4334,-84.1666,"Warren County 39.4334,-84.1666",Warren County ," 39.4334 , -84.1666 "," 39.43 , -84.17","Warren County 39.4334,-84.1666","[(39.42758, -84.16676)]",0.38710460563794463
743,Chesterland,41.5223,-81.3379,"Chesterland 41.5223,-81.3379",Chesterland ," 41.5223 , -81.3379 "," 41.5228 , -81.3372","Chesterland 41.5223,-81.3379","[(41.52227, -81.33789)]",0.0822975186734915
744,Lakeville,40.6562,-82.1271,"Lakeville 40.6562,-82.1271",Lakeville ," 40.6562 , -82.1271 "," 40.6562 , -82.1271","Lakeville 40.6562,-82.1271","[(44.64969, -93.24272)]",1010.5292474718938
745,New Concord,39.9937,-81.734,"New Concord 39.9937,-81.734",New Concord ," 39.9937 , -81.734 "," 39.9944 , -81.7364","New Concord 39.9937,-81.734","[(39.99368, -81.73402), (39.99368, -81.73402), (39.99368, -81.73402), (39.99368, -81.73402)]",0.2179816937222801
746,South Charleston,38.3684,-81.6996,"South Charleston 38.3684,-81.6996",South Charleston ," 38.3684 , -81.6996 "," 38.36843 , -81.69957","South Charleston 38.3684,-81.6996","[(38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957), (38.36843, -81.69957)]",0.0
747,West Virginia,38.5004,-80.5001,"West Virginia 38.5004,-80.5001",West Virginia ," 38.5004 , -80.5001 "," 39.0 , -80.5","West Virginia 38.5004,-80.5001","[(38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009)]",55.55528827849532
748,Charleston,38.3498,-81.6326,"Charleston 38.3498,-81.6326",Charleston ," 38.3498 , -81.6326 "," 38.347222222222 , -81.633333333333","Charleston 38.3498,-81.6326","[(38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262)]",0.2954822708441299
749,Cross Lanes,38.4204,-81.7907,"Cross Lanes 38.4204,-81.7907",Cross Lanes ," 38.4204 , -81.7907 "," 38.429166666667 , -81.775833333333","Cross Lanes 38.4204,-81.7907","[(38.42037, -81.79068)]",1.6215707988288943
750,Virginia Beach,36.8529,-75.978,"Virginia Beach 36.8529,-75.978",Virginia Beach ," 36.8529 , -75.978 "," 36.8506 , -75.9779","Virginia Beach 36.8529,-75.978",[],
751,Cedar Grove,38.2212,-81.4279,"Cedar Grove 38.2212,-81.4279",Cedar Grove ," 38.2212 , -81.4279 "," 38.221111111111 , -81.427777777778","Cedar Grove 38.2212,-81.4279",[],
752,Cabell County,38.4334,-82.2499,"Cabell County 38.4334,-82.2499",Cabell County ," 38.4334 , -82.2499 "," 38.42 , -82.24","Cabell County 38.4334,-82.2499","[(38.4203, -82.24172)]",0.15351219668982855
753,Bluefield,37.2698,-81.2223,"Bluefield 37.2698,-81.2223",Bluefield ," 37.2698 , -81.2223 "," 37.262222222222 , -81.218611111111","Bluefield 37.2698,-81.2223","[(37.26984, -81.22232)]",0.9084223486898703
755,Kanawha City,38.3215,-81.5821,"Kanawha City 38.3215,-81.5821",Kanawha City ," 38.3215 , -81.5821 "," 38.3214 , -81.5819","Kanawha City 38.3215,-81.5821","[(38.38565, -81.83624), (38.32149, -81.58207)]",11.659170632471882
756,Shawnee Park,38.3779,-81.7596,"Shawnee Park 38.3779,-81.7596",Shawnee Park ," 38.3779 , -81.7596 "," 38.2365 , -85.6741","Shawnee Park 38.3779,-81.7596",[],
757,Institute,38.3837,-81.7654,"Institute 38.3837,-81.7654",Institute ," 38.3837 , -81.7654 "," 38.3836 , -81.7653","Institute 38.3837,-81.7654",[],
759,Kanawha County,38.3334,-81.5665,"Kanawha County 38.3334,-81.5665",Kanawha County ," 38.3334 , -81.5665 "," 38.34 , -81.53","Kanawha County 38.3334,-81.5665","[(38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812), (38.33657, -81.52812)]",0.41515168315558376
760,Grant County,39.1168,-79.1998,"Grant County 39.1168,-79.1998",Grant County ," 39.1168 , -79.1998 "," 39.1 , -79.2","Grant County 39.1168,-79.1998","[(39.10513, -79.19557)]",0.6866699074355448
761,Nitro,38.4148,-81.844,"Nitro 38.4148,-81.844",Nitro ," 38.4148 , -81.844 "," 38.415277777778 , -81.831111111111","Nitro 38.4148,-81.844","[(38.41481, -81.84402)]",1.1258854977111057
764,Mason County,38.8001,-82.0001,"Mason County 38.8001,-82.0001",Mason County ," 38.8001 , -82.0001 "," 38.77 , -82.02","Mason County 38.8001,-82.0001","[(38.76974, -82.02654), (38.76974, -82.02654), (38.76974, -82.02654), (38.76974, -82.02654)]",0.5677230680712948
765,Kanawha River,38.8379,-82.1426,"Kanawha River 38.8379,-82.1426",Kanawha River ," 38.8379 , -82.1426 "," 38.8372 , -82.1419","Kanawha River 38.8379,-82.1426","[(38.16177, -81.1965), (38.16177, -81.1965)]",111.39557751178103
766,Las Vegas,36.175,-115.137,"Las Vegas 36.175,-115.137",Las Vegas ," 36.175 , -115.137 "," 36.169166666667 , -115.14472222222","Las Vegas 36.175,-115.137","[(36.17497, -115.13722), (36.17497, -115.13722), (36.17497, -115.13722), (36.17497, -115.13722), (36.17497, -115.13722), (36.17497, -115.13722), (36.17497, -115.13722), (36.17497, -115.13722)]",0.9326854445003624
767,Iowa,42.0003,-93.5005,"Iowa 42.0003,-93.5005",Iowa ," 42.0003 , -93.5005 "," 42.0 , -93.0","Iowa 42.0003,-93.5005","[(42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049)]",41.357380512353664
768,Missouri,38.2503,-92.5005,"Missouri 38.2503,-92.5005",Missouri ," 38.2503 , -92.5005 "," 38.5 , -92.5","Missouri 38.2503,-92.5005","[(38.25031, -92.50046), (38.25031, -92.50046)]",27.764329412438205
769,Lewisburg,37.8018,-80.4456,"Lewisburg 37.8018,-80.4456",Lewisburg ," 37.8018 , -80.4456 "," 37.804166666667 , -80.440277777778","Lewisburg 37.8018,-80.4456","[(37.80179, -80.44563), (37.80179, -80.44563)]",0.5394080718001442
770,Canaan Valley,39.1348,-79.4045,"Canaan Valley 39.1348,-79.4045",Canaan Valley ," 39.1348 , -79.4045 "," 39.126666666667 , -79.378055555556","Canaan Valley 39.1348,-79.4045","[(39.08291, -79.41553)]",5.842016818238621
771,Greenbrier County,37.9501,-80.4165,"Greenbrier County 37.9501,-80.4165",Greenbrier County ," 37.9501 , -80.4165 "," 37.95 , -80.45","Greenbrier County 37.9501,-80.4165",[],
772,Pocahontas County,38.3168,-80.0331,"Pocahontas County 38.3168,-80.0331",Pocahontas County ," 38.3168 , -80.0331 "," 38.32 , -80.01","Pocahontas County 38.3168,-80.0331",[],
776,Mount Hood,45.3735,-121.696,"Mount Hood 45.3735,-121.696",Mount Hood ," 45.3735 , -121.696 "," 45.538061111111 , -121.56721944444","Mount Hood 45.3735,-121.696","[(45.53789, -121.56841)]",0.0946584523586025
