,geoNameId,toponym,longitude,latitude,recall
2453,2962143.0,Oulart,-6.382219999999999,52.503609999999995,0.0
2454,2960963.0,Loch Garman,-6.66667,52.5,0.0
2485,1692192.0,Quezon City,121.0509,14.6488,0.0
2509,2644668.0,Leicester,-1.1316899999999999,52.6386,0.0
2510,2642562.0,Midlands,-1.5,52.75,0.0
2518,1636627.0,Provinsi Maluku,130.14526999999998,-3.23846,0.0
2529,5195561.0,Johnstown,-78.92197,40.32674,1.0
2533,173708.0,Golan Heights,35.80725,32.90485,0.3333333333333333
2538,4294780.0,Highlands,-85.70829,38.22729,0.0
2554,51537.0,Somalia,48.0,6.0,0.5
2577,2964751.0,County Donegal,-8.0,54.916669999999996,0.0
2587,1650535.0,Provinsi Bali,115.0,-8.5,0.0
2595,5106877.0,Alden,-78.49197,42.900059999999996,0.5
2600,5850862.0,Maui,-156.26816000000002,20.77024,1.0
2603,3144096.0,Kingdom of Norway,10.0,62.0,0.0
2621,5201756.0,Montgomery County,-75.3673,40.21083,1.0
2638,1856210.0,Nagano-ken,138.04077,36.134640000000005,0.0
2640,4197000.0,Georgia,-83.50018,32.75042,0.42857142857142855
2658,4316329.0,Belle Chasse,-89.99063000000001,29.85493,0.5
2659,4338927.0,Robin Street Wharf,-90.06174,29.93382,0.0
2708,5338104.0,Cloverdale,-123.01722,38.80546,0.0
2721,4363517.0,National Institutes of Health,-77.10191999999999,38.997609999999995,0.0
2740,4544349.0,Oklahoma City,-97.51643,35.46756,0.0
2741,1252926.0,Vadodra,70.52261999999999,20.82037,0.0
2743,5879400.0,Anchorage,-149.90028,61.218059999999994,1.0
2746,3176219.0,Genoa,8.915189999999999,44.4264,1.0
2747,3181554.0,Brescia,10.21472,45.535579999999996,0.0
2749,5879092.0,Alaska,-150.00028,64.00028,0.6
2750,2589581.0,Peoples Democratic Republic of Algeria,3.0,28.0,0.0
2751,2481007.0,Sidi Bel Abbès,-0.63085,35.18994,0.0
2752,9406051.0,Southern Africa,22.28027,-27.11781,1.0
2757,7304181.0,MineirÃ?Â£o stadium,-43.97083,-19.86583,0.0
2758,3470127.0,Belo Horizonte,-43.93778,-19.92083,0.0
2761,4160021.0,Jacksonville,-81.65565,30.332179999999997,1.0
2766,4566966.0,Puerto Rico,-66.49989000000001,18.24829,0.0
2768,2595346.0,Ekiti State,5.25,7.66667,0.0
2773,2464470.0,Tunis,10.16579,36.81897,0.0
2774,2464461.0,Republic of Tunisia,9.0,34.0,0.0
2780,6300096.0,Dubai International Airport,55.36444,25.252779999999998,0.0
2781,4937646.0,Logan International Airport,-71.01777,42.365140000000004,0.0
2785,1253573.0,Vadodara,73.20812,22.29941,0.0
2791,4048662.0,Paducah,-88.60005,37.08339,0.3333333333333333
2792,7932547.0,Mississippi River,-90.36049,38.229009999999995,0.5
2793,4379968.0,Cape Girardeau County,-89.68445,37.38404,0.0
2794,4232592.0,Alexander County,-89.33764000000001,37.1916,0.0
2795,4241687.0,Jackson County,-89.38212,37.785140000000006,0.0
2797,4251707.0,Union County,-89.25509,37.47123,0.0
2821,10298276.0,Des Deux Continents,2.33434,48.85536,0.0
2822,2988507.0,Paris,2.3488,48.85341,1.0
2832,3164670.0,State of the Vatican City,12.4533,41.90225,0.0
2841,1275715.0,State of Bih?r,85.75,25.75,0.0
2842,10903249.0,Kosi River,86.71457,25.544320000000003,0.0
2844,7261291.0,Fort Hood,-97.77561,31.134890000000002,1.0
2846,2210247.0,Tripoli,13.18746,32.87519,0.3333333333333333
2852,3932488.0,Republic of Peru,-75.25,-10.0,0.0
2854,4340732.0,Sam Houston High School,-93.21177,30.301190000000002,1.0
2855,4345843.0,West Monroe High School,-92.13894,32.511720000000004,0.0
2857,5855799.0,Island of HawaiÃ¢Â?Â?i,-155.56229,19.54944,0.0
2858,6955109.0,Atlanta-Sandy Springs-Marietta,-84.38324,33.731190000000005,0.0
2859,4196586.0,Gainesville,-83.82406999999999,34.29788,1.0
2860,4180386.0,Athens,-83.37794,33.96095,1.0
2870,4908164.0,Roseland Christian Ministries Center,-87.62116,41.6967,0.0
2871,6955104.0,Chicago-Naperville-Joliet,-87.89062,41.70778,0.0
2873,616635.0,Gyumri,43.845279999999995,40.7942,1.0
2874,174982.0,Republic of Armenia,45.0,40.25,0.0
2879,5303754.0,Maricopa County,-112.49123,33.34883,1.0
2894,6648628.0,R?d-e K?r?n,48.7504,31.3698,0.0
2911,1261029.0,State of Odisha,84.41667,20.5,0.0
2931,4832294.0,Revere,-71.01199,42.408429999999996,1.0
2932,169389.0,Idlib,36.63393,35.930620000000005,0.3333333333333333
2940,5107145.0,Amityville Memorial High School,-73.41179,40.67038,0.0
2943,2164628.0,Great Barrier Reef,146.76979,-17.98722,1.0
2945,2523119.0,Sicilia,14.25,37.75,0.0
2948,4555169.0,Westmoore High School,-97.5328,35.342690000000005,0.0
2950,4998845.0,Lapeer County,-83.22178000000001,43.09015,0.0
2976,2655984.0,Belfast,-5.92541,54.596819999999994,0.0
2984,4706891.0,Little Pine Island Bayou,-94.27796,30.16716,0.0
2985,4732862.0,Sour Lake,-94.41102,30.140209999999996,1.0
2994,298795.0,Republic of Turkey,35.0,39.0,0.0
3004,4723410.0,Rockwall County,-96.40777,32.897729999999996,1.0
3011,281184.0,Jerusalem,35.21633,31.769040000000004,0.5
3022,88319.0,Benghazi,20.06859,32.11486,0.8
3030,4700168.0,Irving,-96.94889,32.81402,1.0
3034,1164909.0,Sialkot,74.53134,32.49268,0.0
3043,1275004.0,Kolkata,88.36304,22.56263,0.5
3044,1269628.0,J?dabpur,88.37873,22.48794,0.0
3052,2960992.0,Waterford,-7.11194,52.25833,0.5
3067,5099836.0,Jersey City,-74.07764,40.728159999999995,0.0
3072,5327684.0,Berkeley,-122.27275,37.871590000000005,1.0
3089,71137.0,Sanaa,44.20667,15.35472,0.5
3103,290340.0,Manama,50.5832,26.215359999999997,0.0
3127,2652835.0,Clifton Down,-2.6109,51.4646,0.0
3133,8495386.0,Kansas State University,-96.58099,39.18858,0.0
3137,1267267.0,Keonjhargarh,85.5934,21.629620000000003,0.0
3150,4853828.0,Des Moines,-93.60911,41.60054,0.0
3151,4871782.0,Polk County,-93.57353,41.6855,0.0
3170,5809844.0,Seattle,-122.33207,47.60621,0.8333333333333334
3171,4557125.0,Cheat River,-79.90117,39.74286,0.0
3174,4218675.0,Rich Mountain,-84.19185999999999,34.647870000000005,0.0
3177,1679788.0,Visayan Islands,123.5,11.0,0.0
3178,1714200.0,Dumaguete City,123.29954,9.3001,0.0
3197,2639720.0,Radlett,-0.31868,51.68593,1.0
3203,4394516.0,LambertSt. Louis International Airport,-90.36591,38.74321,0.0
3208,1685216.0,Surigao City,125.5,9.75,1.0
3213,4188287.0,Clayton,-83.40099000000001,34.87815,0.0
3223,4140759.0,Tidal Basin,-77.03886999999999,38.883720000000004,1.0
3227,97270.0,Dihok,43.13333,37.06667,0.0
3230,4131116.0,Siloam Springs,-94.5405,36.188140000000004,0.0
3253,5150529.0,Cleveland,-81.69541,41.4995,0.5
3258,1271107.0,Godhra,73.61488,22.775470000000002,0.0
3267,558418.0,Groznyy,45.68895,43.31195,0.0
3274,2963597.0,Ireland,-8.0,53.0,0.5
3282,3060972.0,Bratislava,17.10674,48.14816,1.0
3297,6930486.0,Wall Street,-74.00988000000001,40.70579,0.0
3305,7270087.0,Walpole Station,-71.2581,42.1453,0.0
3306,4954364.0,Walpole,-71.2495,42.14177,1.0
3307,2657508.0,Alfreton,-1.38376,53.09766,0.0
3317,2638360.0,Scotland,-4.0,56.0,0.6666666666666666
3333,1210997.0,Bangladesh,90.0,24.0,1.0
3365,6698268.0,Vashi,73.00055,19.078670000000002,1.0
3382,2637532.0,Somerset,-3.0,51.08333,0.5
3384,878675.0,Republic of Zimbabwe,29.75,-19.0,0.0
3396,5195565.0,Johnstown Flood National Memorial,-78.77425,40.34587,0.0
3404,172994.0,ArÃ?Â«Ã¡Â¸Â©Ã?Â?,36.60964,35.81374,0.0
3418,7839745.0,Leichhardt,151.17057,-33.86781,0.0
3435,6173331.0,Vancouver,-123.11934,49.24966,1.0
3437,4509177.0,Columbus,-82.99879,39.96118,0.5
3460,10284146.0,Knights Inn Downtown Albuquerque,-106.63828999999998,35.0829,0.0
3472,2649889.0,Essex,0.58333,51.83333,0.0
3473,2633965.0,River Wid,0.48333000000000004,51.71667,1.0
3474,2646219.0,Ingatestone,0.38359,51.67027,1.0
3475,2633481.0,Writtle,0.42938000000000004,51.72906,1.0
3476,2653266.0,Chelmsford,0.46958,51.73575,0.5
3478,4460243.0,Charlotte,-80.84313,35.227090000000004,0.0
3479,4482492.0,North Mecklenburg High School,-80.83396,35.37319,0.0
3498,6113354.0,Prince Edward County,-77.24946,44.00012,0.0
3505,1269322.0,Jammu,74.83333,32.75,0.0
3513,2127773.0,T?hoku-machi,141.23473,40.79552,0.0
3521,5125011.0,Lockport,-78.69031,43.170609999999996,1.0
3522,5112769.0,Clarence,-78.59196999999999,42.976729999999996,0.0
3537,4918273.0,Boone County,-86.4687,40.0508,1.0
3547,360630.0,Cairo,31.249670000000002,30.06263,0.875
3548,1105776.0,Midrand,28.128429999999998,-25.98953,1.0
3549,1000478.0,Grand Central Airport,28.140790000000003,-25.98941,0.0
3562,4050880.0,Buda,-97.84028,30.085209999999996,0.0
3563,4703811.0,Kyle,-97.87723000000001,29.989109999999997,0.0
3568,5843642.0,Yellowstone National Park,-110.5472,44.59644,0.0
3586,4049979.0,Birmingham,-86.80249,33.52066,1.0
3588,4089114.0,Selma,-87.0211,32.40736,0.0
3603,2639996.0,Portsmouth,-1.09125,50.79899,1.0
3605,2363686.0,Togolese Republic,1.08333,8.66667,0.0
3608,4904286.0,Oak Forest,-87.74394000000001,41.60281,1.0
3610,1843564.0,Incheon,126.70515,37.45646,1.0
3615,4990729.0,Detroit,-83.04575,42.33143,0.3333333333333333
3621,2395170.0,Republic of Benin,2.25,9.5,0.0
3631,4331987.0,Louisiana,-92.0004,31.00047,0.5
3635,5155858.0,Glenville,-81.61735,41.53338,1.0
3650,4030483.0,South Pacific Ocean,-130.0,-45.0,0.0
3652,4221333.0,Sandy Springs,-84.37854,33.92427,0.0
3653,4202142.0,Interchange 17,-84.37909,33.91232,0.0
3654,5242283.0,Vermont,-72.74983,44.00034,0.0
3658,5393021.0,Santa Clara County,-121.69627,37.232490000000006,1.0
3666,1183606.0,BalochistÄ?n,65.64355,28.47849,0.0
3679,5036338.0,Mall of America,-93.24356,44.854409999999994,0.0
3685,5385454.0,Queen of the Valley Medical Center,-122.29699,38.32495,0.0
3694,1567570.0,South China Sea,115.0,15.0,0.0
3717,1733044.0,Kelantan,102.0,5.33333,0.6666666666666666
3718,1733040.0,Perlis,100.25,6.5,1.0
3719,1733037.0,Selangor,101.5,3.16667,1.0
3724,5373900.0,Modesto,-120.99688,37.6391,1.0
3738,4850751.0,Cedar Rapids,-91.64407,42.00833,1.0
3743,1278253.0,Assam,93.0,26.0,0.0
3744,1262271.0,State of N?g?land,94.5,26.08333,0.0
3755,2966794.0,Balbriggan,-6.18194,53.61278000000001,1.0
3762,2966883.0,Arklow,-6.14139,52.79306,0.0
3763,2960935.0,Wicklow,-6.41667,53.0,0.0
3773,1169606.0,MuzaffarÃ?Â?Ã?Â?bÃ?Â?Ã?Â?d District,73.58986,34.3428,0.0
3786,1631030.0,Plampang,117.7791,-8.7974,0.0
3800,4422457.0,Columbia,-89.83758,31.25184,1.0
3802,745044.0,Ã?Â°stanbul,28.949659999999998,41.01384,0.0
3812,5059163.0,Fargo,-96.7898,46.87719,1.0
3813,5690763.0,North Dakota,-100.00068,47.50027,0.25
3822,5795440.0,Gig Harbor,-122.58013000000001,47.32926,1.0
3834,4285268.0,Bowling Green,-86.4436,36.990320000000004,0.0
3836,167610.0,Maarrat al-Nu'man District,36.79193,35.538579999999996,0.0
3837,169168.0,Jarjan?z,36.78281,35.61823,0.0
3838,169387.0,Idlib Governorate,36.66667,35.76667,0.0
3840,2634960.0,Victoria Park,-0.03669,51.53838,1.0
3849,7370819.0,Awaji Shi,134.91331,34.49749,0.0
3851,5806769.0,Pierce County,-122.13735,47.03764,1.0
3863,5511077.0,Reno,-119.8138,39.52963,1.0
3867,4269887.0,Conway Springs,-97.64227,37.3903,0.0
3872,4953706.0,University of Massachusetts,-72.5287,42.38898,0.0
3873,1085593.0,Eastern Cape,26.0,-32.0,1.0
3876,4152872.0,Daytona Beach,-81.02283,29.21081,0.0
3877,4167147.0,Orlando,-81.37924,28.53834,0.5
3886,1255634.0,Srinagar,74.80555,34.08565,1.0
3888,6299743.0,Istanbul AtatÃ¼rk Airport,28.81461,40.97692,0.0
3891,2158177.0,Melbourne,144.96331999999998,-37.814,1.0
3898,112931.0,Tehran,51.42151,35.694390000000006,1.0
3919,1703701.0,Province of Maguindanao,124.3,7.13333,0.0
3929,2473745.0,DÃ©lÃ©gation de Hammamet,10.51525,36.434540000000005,0.0
3939,1605651.0,Kingdom of Thailand,101.0,15.5,0.0
3943,986833.0,Kruger National Park,31.44158,-23.95606,1.0
3952,4110486.0,Fayetteville,-94.15743,36.06258,1.0
3971,2425938.0,Sahel,2.4609400000000003,17.30869,1.0
3975,4490329.0,Sanford,-79.1803,35.47988,1.0
3993,5798171.0,Ilwaco,-124.04321000000002,46.30899,0.0
4014,4449414.0,University of Mississippi,-89.53536,34.36677,0.0
4015,4134519.0,University of Arkansas,-94.17215,36.068690000000004,0.0
4019,5605242.0,Rexburg,-111.78969,43.82602,0.0
4030,2363254.0,Pacific Ocean,-132.1875,3.5134199999999995,0.0
4037,284269.0,BilÃ¢Â?Â?Ã?Â«n,35.07204,31.92835,0.0
4052,5332893.0,California State University - East Bay,-122.05578,37.65791,0.0
4059,2637142.0,Stafford,-2.11636,52.805209999999995,0.0
4066,6620640.0,"Magic Kingdom, Walt Disney World",-81.58123,28.41875,0.0
4071,2648201.0,Grasmere,-3.0251900000000003,54.45836,1.0
4079,3117735.0,Madrid,-3.70256,40.4165,1.0
4086,1282722.0,Tanahun,84.25,27.91667,1.0
4087,8004892.0,Damauli,84.26486,27.977629999999998,0.0
4088,7799239.0,Manakamana,84.573,27.8909,0.0
4095,4718107.0,Pearsall,-99.09503000000001,28.892190000000003,0.0
4106,4699066.0,Houston,-95.36327,29.763279999999998,1.0
4114,2332459.0,Lagos,3.39583,6.45306,
4130,3164603.0,Venice,12.33265,45.437129999999996,0.5
4132,1176615.0,Islamabad,73.04329,33.72148,0.3333333333333333
4140,4896155.0,Hollywood Park,-87.71173,41.9892,1.0
4144,4629185.0,Hickory Ridge Mall Shopping Center,-89.86537,35.04898,0.0
4158,4885164.0,Bloomington,-88.99369,40.4842,0.0
4173,1632541.0,Pantai Timur,115.2,-8.75,0.0
4176,4568127.0,San Juan,-66.10571999999999,18.46633,0.0
4198,5107091.0,Amagansett,-72.14369,40.97371,1.0
4213,2647216.0,London Heathrow Airport,-0.45648999999999995,51.47115,0.0
4243,5419384.0,Denver,-104.9847,39.73915,0.5
4246,1279685.0,Tibet Autonomous Region,88.0,31.66667,0.0
4250,5855927.0,Hilo,-155.09073,19.72991,1.0
4257,1701968.0,Mandaluyong,121.03333,14.583329999999998,1.0
4261,6942237.0,North Pole,0.0,90.0,1.0
4274,1816670.0,Beijing,116.39723000000001,39.9075,1.0
4275,5370468.0,Marin County,-122.74886000000001,38.05518,1.0
4286,5793710.0,Elwha River,-123.55963,48.15064,1.0
4287,5805714.0,Olympic Peninsula,-123.75102,47.75009,0.0
4300,6619832.0,Trafalgar Square,-0.12816,51.50805,1.0
4303,2648579.0,Glasgow,-4.257630000000001,55.86515,0.3333333333333333
4306,4776222.0,Norfolk,-76.28522,36.84681,0.0
4312,5377032.0,Niland,-115.51888000000001,33.24004,1.0
4325,702658.0,Luhansk,39.31706,48.56705,0.0
4331,2165087.0,Gold Coast,153.43088,-28.000290000000003,1.0
4349,4925876.0,Saint Joseph Regional Medical Center Mishawaka Campus,-86.1823,41.65874,0.0
4356,2633709.0,Woking,-0.55893,51.31903,1.0
4357,2636512.0,Surrey,-0.33333,51.25,1.0
4362,9062340.0,Sulawesi,120.28888,-2.13154,0.0
4363,9538866.0,St. Peters Arsenal,-2.1822,49.202040000000004,0.0
4364,3237221.0,Saint Peter,-2.18194,49.21333,0.0
4365,2634677.0,Watford,-0.39602,51.65531,1.0
4366,6288550.0,The Valley,0.0363,51.4867,1.0
4378,7839567.0,Cairns,145.75287,-16.90268,1.0
4381,2641181.0,Norwich,1.29834,52.62783,1.0
4390,2650839.0,Dudley,-2.08333,52.5,0.0
4410,4390105.0,Heman Park,-90.32206,38.66811,0.0
4418,1717639.0,Province of Cavite,120.83333,14.25,0.0
4433,192950.0,Republic of Kenya,38.0,1.0,0.0
4439,5395648.0,Sierra Nevada,-118.29342,36.57855,0.0
4443,4948247.0,Quincy,-71.00227,42.25288,1.0
4481,1734634.0,Ipoh,101.0829,4.5841,1.0
4484,408660.0,South Darfur,24.66667,11.5,0.0
4492,989921.0,Klerksdorp,26.66672,-26.85213,0.0
4506,5744337.0,Oregon,-120.50138999999999,44.00013,0.5
4517,4768972.0,Lebanon,-82.08013000000001,36.900940000000006,1.0
4531,381229.0,Upper Nile,32.7,10.0,1.0
4549,2653941.0,Cambridge,0.11667000000000001,52.2,1.0
4562,798544.0,Republic of Poland,20.0,52.0,0.0
4592,2635881.0,Thurso,-3.5259400000000003,58.59271,1.0
4593,2633982.0,Wick,-3.09424,58.43906,0.0
4625,5283714.0,Central Village,-71.90674,41.722879999999996,0.0
4637,5725846.0,Eugene,-123.08675,44.05207,1.0
4649,4076784.0,Montgomery,-86.29997,32.36681,0.0
4661,1273491.0,Darbhanga,85.89707,26.152160000000002,1.0
4662,1275715.0,State of BihÄ?r,85.75,25.75,0.0
4664,7729892.0,Central America,-99.66797,25.324170000000002,1.0
4665,3587497.0,Municipio de Acajutla,-89.83333,13.633329999999999,0.0
4674,5856195.0,Honolulu,-157.85833,21.30694,1.0
4717,6094817.0,Ottawa,-75.69811999999999,45.41117,1.0
4739,264371.0,Athens,23.71622,37.97945,1.0
4762,352548.0,Colossi of Memnon,32.61667,25.71667,0.0
4763,360502.0,Luxor,32.6421,25.698929999999997,1.0
4776,5107505.0,Auburn,-76.56605,42.93173,1.0
4777,4436292.0,Mississippi State University,-88.78866,33.454840000000004,0.0
4782,704403.0,Krasnodon,39.73921,48.29235,1.0
4790,4656442.0,Selmer,-88.59227,35.17008,1.0
4804,2634895.0,Wales,-3.5,52.5,1.0
4817,4043988.0,Guam,144.81833999999998,13.47861,1.0
4818,4727629.0,Sealy,-96.15718000000001,29.780790000000003,1.0
4819,4671673.0,Austin County,-96.27790999999999,29.88702,1.0
4822,6295630.0,Earth,0.0,0.0,0.0
4837,133349.0,Ost?n-e G?l?n,49.5,37.16667,0.0
4838,125585.0,Lowsh?n,49.510690000000004,36.62065,0.0
4859,5095312.0,Atlantic Highlands,-74.03430999999999,40.40789,0.0
4865,3520914.0,Estado de Querétaro,-99.85,20.85,0.0
4867,2641235.0,Northumberland,-2.0,55.25,1.0
4870,5364066.0,La Puente,-117.94951,34.02001,0.0
4875,9863210.0,Caribbean Islands,-71.87256,20.735570000000003,0.0
4889,6290252.0,Serbia,20.459979999999998,44.81892,0.6666666666666666
4892,2661886.0,Kingdom of Sweden,15.0,62.0,0.0
4905,4062774.0,Forestdale,-86.89638000000001,33.57011,0.0
4917,4174715.0,Tallahassee,-84.28073,30.438259999999996,0.5
4918,4191903.0,Dougherty County,-84.21625,31.53337,0.0
4929,2640729.0,Oxford,-1.25596,51.75222,1.0
4948,2641645.0,New Galloway,-4.14083,55.07356,0.0
4959,282615.0,Nablus,35.25444,32.221109999999996,0.0
4968,5398590.0,Stanford University,-122.17023999999999,37.42716,0.0
4969,6093943.0,Ontario,-84.49983,49.25014,1.0
4981,4961898.0,Cumberland Center,-70.25894,43.79647,0.0
5010,3333238.0,Blaenau Gwent,-3.16667,51.75,0.0
5020,4315588.0,Baton Rouge,-91.15455,30.45075,0.0
5023,4752031.0,Charlottesville,-78.47668,38.029309999999995,1.0
5032,4778469.0,Pentagon,-77.05526,38.87095,0.0
5038,172256.0,â??Ayn al â??Arab,38.35347,36.89095,0.0
5068,174515.0,Ab? Ham?mah,36.87746,34.953959999999995,0.0
5072,2633933.0,Wigton,-3.16114,54.824819999999995,0.3333333333333333
5075,2645756.0,Keswick,-3.13256,54.59947,0.0
5078,1275841.0,Bhopal,77.40289,23.25469,0.0
5084,1688042.0,Santa Maria,120.96361,14.820829999999999,0.0
5099,1733036.0,Terengganu,103.0,5.0,0.0
5108,4867331.0,Midwest Country Estates,-93.86689,41.61249,0.0
5127,4272660.0,Harper,-98.02589,37.28669,1.0
5142,4947597.0,Plymouth,-70.66726,41.95844,1.0
5144,5118949.0,Governors Island,-74.01903,40.688990000000004,1.0
5176,1545739.0,Indian Ocean,70.0,-10.0,0.5
5182,4862182.0,Iowa,-93.50049,42.00027,0.5
5192,3624060.0,Republic of Costa Rica,-84.0,10.0,0.0
5209,4520354.0,Ohio State University,-83.01879,39.996179999999995,0.0
5236,1254169.0,Tripura,92.0,24.0,0.5
5238,1279290.0,Agartala,91.27939,23.83605,0.0
5240,141681.0,Bandar â??AbbÄ?s,56.2808,27.1865,0.0
5244,4896728.0,Hyde Park,-87.59394,41.7942,1.0
5245,4914512.0,University of Chicago,-87.59976999999999,41.78976,0.0
5246,5061114.0,Richland County,-96.94828000000001,46.26466,0.0
5247,5058559.0,Cass County,-97.24804,46.932970000000005,0.0
5251,5061068.0,Ransom County,-97.65745,46.45616,0.0
5261,1227603.0,Democratic Socialist Republic of Sri Lanka,80.75,7.75,0.0
5262,1819353.0,Mong Kok,114.17136,22.31935,0.5
5266,1684711.0,Tacloban City,125.0,11.25,1.0
5273,4652044.0,Ramer,-88.62227,35.06953,1.0
5278,1275901.0,Bhiwandi,73.05881,19.30023,0.0
5283,2660646.0,GenÃ¨ve,6.14569,46.202220000000004,0.0
5304,5111812.0,Cathedral of Saint John the Divine,-73.96153000000001,40.803709999999995,0.0
5312,8581589.0,Yorkshire,-1.1631799999999999,53.95528,1.0
5331,3168068.0,Repubblica di San Marino,12.4463,43.9367,0.0
5340,7285011.0,Prättigau/Davos District,9.84407,46.866240000000005,0.0
5341,2658434.0,Switzerland,8.01427,47.00016,1.0
5350,7284975.0,University of Southern California,-118.28563,34.020509999999994,0.0
5382,4886872.0,Centennial Bridge,-90.58125,41.51448,0.0
5384,4907907.0,Rock Island,-90.57875,41.509479999999996,0.0
5389,1172451.0,Lahore,74.34361,31.54972,1.0
5395,2145234.0,State of Victoria,145.0,-37.0,0.0
5397,10524296.0,GÄ?ndhi Hospital,78.49771,17.433239999999998,0.0
5400,2147714.0,Sydney,151.20731999999998,-33.86785,0.0
5407,4313038.0,West Liberty,-83.25962,37.921479999999995,0.0
5418,4783203.0,Rugby Road-University Corner Historic District,-78.50029,38.04181,0.0
5419,4172372.0,Sebastian,-80.47061,27.816409999999998,0.5
5422,4274067.0,La Crosse,-99.30872,38.5314,0.0
5432,2641169.0,Nottinghamshire,-1.0,53.166669999999996,0.0
5436,4996263.0,Charter Township of Holland,-86.07639,42.82076,0.0
5442,5037649.0,Minneapolis,-93.26384,44.97997,1.0
5457,4553433.0,Tulsa,-95.99277,36.15398,0.0
5462,5134209.0,Rockefeller Center,-73.97903000000001,40.758990000000004,0.0
5463,2637141.0,Staffordshire,-2.0,52.833330000000004,0.0
5469,4227499.0,Twiggs County,-83.42708,32.6672,0.0
5471,4890087.0,Douglas Park,-87.69866999999999,41.86087,0.0
5484,1177384.0,HÄ?fizÄ?bÄ?d,73.68545,32.067859999999996,0.0
5485,1085596.0,Province of Northern Cape,22.0,-29.5,0.0
5488,5596512.0,Idaho,-114.25118,44.5002,1.0
5507,4800996.0,Cabell County,-82.24172,38.4203,1.0
5514,2205218.0,Republic of Fiji,178.0,-18.0,0.0
5545,2657832.0,Aberdeen,-2.0981400000000003,57.14369,1.0
5582,1802143.0,Ludian Xian,103.41125,27.15665,0.0
5596,4107198.0,Crossett,-91.96124,33.12818,1.0
5602,164328.0,Ash Shaykh Misk?n,36.15933,32.829440000000005,0.0
5608,5980198.0,Île Châteauguay,-74.19254000000001,45.25618,0.0
5609,6512861.0,Comfort Inn South Shore,-73.4469,45.58,0.0
5622,4440076.0,Oxford,-89.51925,34.3665,1.0
5635,2891122.0,Kiel,10.134889999999999,54.32133,0.0
5637,2639093.0,Rotherham,-1.3567799999999999,53.430119999999995,1.0
5642,6094325.0,Orillia,-79.42068,44.60868,1.0
5643,6691856.0,Las Vegas Strip,-115.17281000000001,36.11479,1.0
5644,5507974.0,McCarran International Airport,-115.15068000000001,36.08521,0.0
5656,1851715.0,Shizuoka,138.33333000000002,35.01667,1.0
5657,1848938.0,Wakayama,135.41666999999998,33.91667,1.0
5682,6452726.0,Quartier Latin,2.34386,48.85065,0.0
5686,1734971.0,Pekan,103.3996,3.4836,0.0
5693,2071860.0,Esperance,121.88259,-33.86013,0.0
5694,7731015.0,Eucla Airport,128.87718,-31.706740000000003,0.0
5695,7839519.0,Kalgoorlie/Boulder,124.92347,-30.776320000000002,0.0
5705,4259418.0,Indianapolis,-86.15804,39.76838,1.0
5746,1278647.0,Union Territory of Andaman and Nicobar Islands,92.67517,11.70065,0.0
5766,3874997.0,Puerto AisÃ©n,-72.69184,-45.40303,0.0
5790,5417618.0,Colorado,-105.50083000000001,39.00027,1.0
5812,3508796.0,Dominican Republic,-70.66667,19.0,0.0
5824,1275715.0,State of BihÃ?Â?Ã?Â?r,85.75,25.75,0.0
5826,1266069.0,Kosi Plain,87.0,26.0,0.0
5829,172256.0,Ã¢Â?Â?Ayn al Ã¢Â?Â?Arab,38.35347,36.89095,0.0
5833,7043428.0,ZamÄ?n Park,74.354,31.5515,0.0
5852,1282887.0,PyÅ«thÄ?n,82.88427,28.08867,0.0
5854,5229542.0,Manchester,-97.72064,44.36914,1.0
5857,2287781.0,Republic of CÃ´te dâ??Ivoire,-5.5,8.0,0.0
5877,276781.0,Beirut,35.49442,33.888940000000005,0.0
5897,4032961.0,Kermadec Islands,-177.88873999999998,-29.25405,0.0
5898,4032402.0,Nukuâ??alofa,-175.2018,-21.13938,0.0
5920,10418811.0,Third Mainland Bridge,3.3904,6.4743,0.0
5931,2962961.0,Letterkenny,-7.7333300000000005,54.95,0.0
5942,2103350.0,Solomon Islands,159.0,-8.0,0.0
5980,1183992.0,B?gh,73.77608000000001,33.98111,0.0
5987,5004659.0,Otsego County,-84.59898000000001,45.021440000000005,0.0
5993,1730738.0,Angeles,120.58594,15.14538,0.5
5999,2278324.0,Bomi County,-10.81667,6.7333300000000005,1.0
6025,783754.0,Republic of Albania,20.0,41.0,0.0
6032,701822.0,Mariupol,37.541309999999996,47.09514,1.0
6052,4348353.0,Beltsville,-76.90746999999999,39.03483,1.0
6059,4134871.0,Vilonia,-92.20793,35.08398,1.0
6063,1733047.0,Pulau Pinang,100.25848,5.37677,0.0
6075,7295545.0,Stamford,-0.48668999999999996,52.65469,0.0
6078,1253574.0,Vadodara,73.12,22.18,0.0
6081,2633842.0,Windsor,-0.6,51.48333,0.0
6104,6861211.0,KÃ?Â?shÃ?Â?n,51.44158,33.997279999999996,0.0
6105,6269611.0,al-Aqsa,35.235490000000006,31.77614,0.0
6124,5101327.0,Township of Monroe,-74.4285,40.31924,0.0
6125,5095226.0,Applegarth,-74.47265,40.27844,0.0
6134,4597040.0,South Carolina,-81.00009,34.00043,0.0
6135,4221552.0,Savannah,-81.09983000000001,32.08354,0.0
6143,1745100.0,Simpang Kuala Sungga,102.3418,2.4621,0.0
6144,1736309.0,Alor Setar,100.36014,6.12104,0.0
