,name,wikipedia_name,lat,lon,page,wiktor_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
2045,Hobart,Hobart,42.8806,147.325,http://en.wikipedia.org/wiki/Hobart,"Hobart 42.8806,147.325",Hobart ," 42.8806 , 147.325 "," -42.883333333333 , 147.31666666667","Hobart 42.8806,147.325","[(-42.87936, 147.32941), (-42.87936, 147.32941), (-42.87936, 147.32941)]",1.1284139545409195
2046,Hobart,"Hobart, Indiana",41.5286,-87.2675,http://en.wikipedia.org/wiki/Hobart%2C_Indiana,"Hobart, Indiana 41.5286,-87.2675","Hobart, Indiana "," 41.5286 , -87.2675 "," 41.528611111111 , -87.2675","Hobart, Indiana 41.5286,-87.2675","[(-42.87936, 147.32941), (-42.87936, 147.32941), (-42.87936, 147.32941), (-42.87936, 147.32941)]",15596.157658769145
2047,Hobart,"Hobart, Oklahoma",35.0264,-99.0908,http://en.wikipedia.org/wiki/Hobart%2C_Oklahoma,"Hobart, Oklahoma 35.0264,-99.0908","Hobart, Oklahoma "," 35.0264 , -99.0908 "," 35.026388888889 , -99.090833333333","Hobart, Oklahoma 35.0264,-99.0908","[(35.0295, -99.09313), (35.0295, -99.09313)]",0.40423590402451626
2048,Bandera,"Bandera, Texas",29.7333,-99.066,http://en.wikipedia.org/wiki/Bandera%2C_Texas,"Bandera, Texas 29.7333,-99.066","Bandera, Texas "," 29.7333 , -99.066 "," 29.725 , -99.075","Bandera, Texas 29.7333,-99.066","[(29.74721, -99.24624), (29.74721, -99.24624), (29.74721, -99.24624), (29.74721, -99.24624), (29.74721, -99.24624), (29.74721, -99.24624), (29.74721, -99.24624)]",16.717130912281842
2049,Bandera,"Bandera, Santiago del Estero",-28.8884,-62.266,http://en.wikipedia.org/wiki/Bandera%2C_Santiago_del_Estero,"Bandera, Santiago del Estero -28.8884,-62.266","Bandera, Santiago del Estero "," -28.8884 , -62.266 "," -28.90277778 , -62.26666667","Bandera, Santiago del Estero -28.8884,-62.266","[(-31.6559, -56.82324), (-31.6559, -56.82324), (-31.6559, -56.82324)]",605.6260814658767
2050,Sabana Grande,"Sabana Grande, Puerto Rico",18.0777,-66.9605,http://en.wikipedia.org/wiki/Sabana_Grande%2C_Puerto_Rico,"Sabana Grande, Puerto Rico 18.0777,-66.9605","Sabana Grande, Puerto Rico "," 18.0777 , -66.9605 "," 18.07774 , -66.96045","Sabana Grande, Puerto Rico 18.0777,-66.9605",[],
2051,Richland,"Richland, Missouri",37.8586,92.4028,http://en.wikipedia.org/wiki/Richland%2C_Missouri,"Richland, Missouri 37.8586,92.4028","Richland, Missouri "," 37.8586 , 92.4028 "," 37.8589 , -92.4028","Richland, Missouri 37.8586,92.4028","[(34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304)]",1118.7428221318899
2052,Richland,"Richland, Iowa",41.1847,91.9936,http://en.wikipedia.org/wiki/Richland%2C_Iowa,"Richland, Iowa 41.1847,91.9936","Richland, Iowa "," 41.1847 , 91.9936 "," 41.185 , -91.993888888889","Richland, Iowa 41.1847,91.9936","[(34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304)]",1258.7600466535641
2053,Richland,"Richland, Michigan",42.3764,-85.4556,http://en.wikipedia.org/wiki/Richland%2C_Michigan,"Richland, Michigan 42.3764,-85.4556","Richland, Michigan "," 42.3764 , -85.4556 "," 42.376111111111 , -85.455","Richland, Michigan 42.3764,-85.4556","[(34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304), (34.0218, -80.90304)]",1010.124661732883
2054,Richland,"Richland, Oregon",44.7686,-117.1686,http://en.wikipedia.org/wiki/Richland%2C_Oregon,"Richland, Oregon 44.7686,-117.1686","Richland, Oregon "," 44.7686 , -117.1686 "," 44.768611111111 , -117.16861111111","Richland, Oregon 44.7686,-117.1686","[(46.28569, -119.28446), (46.28569, -119.28446), (46.28569, -119.28446), (46.28569, -119.28446), (46.28569, -119.28446)]",235.83045581087117
2055,Richland,"Richland, Texas",31.9261,-96.4263,http://en.wikipedia.org/wiki/Richland%2C_Texas,"Richland, Texas 31.9261,-96.4263","Richland, Texas "," 31.9261 , -96.4263 "," 31.92683 , -96.42943","Richland, Texas 31.9261,-96.4263","[(31.92683, -96.42943), (31.92683, -96.42943), (31.92683, -96.42943), (31.92683, -96.42943), (31.92683, -96.42943), (31.92683, -96.42943), (34.0218, -80.90304)]",0.0
2056,Richland,"Richland, Kansas",38.8836,-95.5397,http://en.wikipedia.org/wiki/Richland%2C_Kansas,"Richland, Kansas 38.8836,-95.5397","Richland, Kansas "," 38.8836 , -95.5397 "," 38.883611111111 , -95.539722222222","Richland, Kansas 38.8836,-95.5397","[(41.10833, -96.07529), (41.10833, -96.07529), (41.10833, -96.07529), (41.10833, -96.07529), (41.10833, -96.07529), (34.0218, -80.90304)]",251.54795783617413
2057,La Chorrera,"La Chorrera, Panama",8.8842,-79.7698,http://en.wikipedia.org/wiki/La_Chorrera%2C_Panama,"La Chorrera, Panama 8.8842,-79.7698","La Chorrera, Panama "," 8.8842 , -79.7698 "," 8.8792 , -79.7822","La Chorrera, Panama 8.8842,-79.7698",[],
2058,Beitun,"Beitun, Xinjiang",47.3583,87.8181,http://en.wikipedia.org/wiki/Beitun%2C_Xinjiang,"Beitun, Xinjiang 47.3583,87.8181","Beitun, Xinjiang "," 47.3583 , 87.8181 "," 47.35249 , 87.82053","Beitun, Xinjiang 47.3583,87.8181",[],
2059,Maras,"Maras, Peru",-13.3328,-72.1564,http://en.wikipedia.org/wiki/Maras%2C_Peru,"Maras, Peru -13.3328,-72.1564","Maras, Peru "," -13.3328 , -72.1564 "," -13.332777777778 , -72.156388888889","Maras, Peru -13.3328,-72.1564","[(-13.335, -72.15667)]",0.24896507131717394
2060,Taiping,"Taiping, Perak",4.86,100.72,http://en.wikipedia.org/wiki/Taiping%2C_Perak,"Taiping, Perak 4.86,100.72","Taiping, Perak "," 4.86 , 100.72 "," 4.85 , 100.73333333333","Taiping, Perak 4.86,100.72","[(4.85, 100.73333), (4.85, 100.73333), (4.85, 100.73333), (4.85, 100.73333), (4.85, 100.73333), (4.85, 100.73333), (4.85, 100.73333)]",0.0003693227810759338
2061,Lexington,"Lexington, Kentucky",38.0297,-84.4947,http://en.wikipedia.org/wiki/Lexington%2C_Kentucky,"Lexington, Kentucky 38.0297,-84.4947","Lexington, Kentucky "," 38.0297 , -84.4947 "," 38.029722222222 , -84.494722222222","Lexington, Kentucky 38.0297,-84.4947","[(38.0498, -84.45855), (38.0498, -84.45855)]",3.875463203576457
2062,Lexington,"Lexington, Massachusetts",42.4472,-71.225,http://en.wikipedia.org/wiki/Lexington%2C_Massachusetts,"Lexington, Massachusetts 42.4472,-71.225","Lexington, Massachusetts "," 42.4472 , -71.225 "," 42.444444444444 , -71.225","Lexington, Massachusetts 42.4472,-71.225","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",1223.0941354079919
2063,Lexington,"Lexington, Virginia",37.7831,-79.4453,http://en.wikipedia.org/wiki/Lexington%2C_Virginia,"Lexington, Virginia 37.7831,-79.4453","Lexington, Virginia "," 37.7831 , -79.4453 "," 37.7840208 , -79.4428157","Lexington, Virginia 37.7831,-79.4453","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",440.92811667483426
2064,Lexington,"Lexington, North Carolina",35.8167,-80.2586,http://en.wikipedia.org/wiki/Lexington%2C_North_Carolina,"Lexington, North Carolina 35.8167,-80.2586","Lexington, North Carolina "," 35.8167 , -80.2586 "," 35.816666666667 , -80.258611111111","Lexington, North Carolina 35.8167,-80.2586","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",448.26601715563766
2065,Lexington,"Lexington, Nebraska",40.7794,-99.7439,http://en.wikipedia.org/wiki/Lexington%2C_Nebraska,"Lexington, Nebraska 40.7794,-99.7439","Lexington, Nebraska "," 40.7794 , -99.7439 "," 40.779444444444 , -99.743888888889","Lexington, Nebraska 40.7794,-99.7439","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",1345.8257258890342
2066,Lexington,"Lexington, Missouri",39.1831,-93.875,http://en.wikipedia.org/wiki/Lexington%2C_Missouri,"Lexington, Missouri 39.1831,-93.875","Lexington, Missouri "," 39.1831 , -93.875 "," 39.1831 , -93.875","Lexington, Missouri 39.1831,-93.875","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",827.3687173846175
2067,Lexington,"Lexington, South Carolina",33.9811,-81.2308,http://en.wikipedia.org/wiki/Lexington%2C_South_Carolina,"Lexington, South Carolina 33.9811,-81.2308","Lexington, South Carolina "," 33.9811 , -81.2308 "," 33.98154 , -81.23621","Lexington, South Carolina 33.9811,-81.2308","[(38.0498, -84.45855)]",537.1552451394365
2068,Lexington,"Lexington, Illinois",40.6425,-88.7853,http://en.wikipedia.org/wiki/Lexington%2C_Illinois,"Lexington, Illinois 40.6425,-88.7853","Lexington, Illinois "," 40.6425 , -88.7853 "," 40.6425 , -88.7853","Lexington, Illinois 40.6425,-88.7853","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",470.57909071475274
2069,Lexington,"Lexington, Mississippi",33.1144,-90.0511,http://en.wikipedia.org/wiki/Lexington%2C_Mississippi,"Lexington, Mississippi 33.1144,-90.0511","Lexington, Mississippi "," 33.1144 , -90.0511 "," 33.1144 , -90.0511","Lexington, Mississippi 33.1144,-90.0511","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",745.9806675402623
2070,Lexington,"Lexington, Ohio",40.6808,-82.5869,http://en.wikipedia.org/wiki/Lexington%2C_Ohio,"Lexington, Ohio 40.6808,-82.5869","Lexington, Ohio "," 40.6808 , -82.5869 "," 40.6808 , -82.5869","Lexington, Ohio 40.6808,-82.5869","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",333.8594480666632
2071,Lexington,"Lexington, Tennessee",35.6572,88.3922,http://en.wikipedia.org/wiki/Lexington%2C_Tennessee,"Lexington, Tennessee 35.6572,88.3922","Lexington, Tennessee "," 35.6572 , 88.3922 "," 35.657222222222 , -88.3925","Lexington, Tennessee 35.6572,88.3922","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",439.57970936844134
2072,Lexington,"Lexington, Oklahoma",35.0153,-97.3361,http://en.wikipedia.org/wiki/Lexington%2C_Oklahoma,"Lexington, Oklahoma 35.0153,-97.3361","Lexington, Oklahoma "," 35.0153 , -97.3361 "," 35.015277777778 , -97.336111111111","Lexington, Oklahoma 35.0153,-97.3361","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",1197.865034175291
2073,Lexington,"Lexington, Oregon",45.4453,-119.688,http://en.wikipedia.org/wiki/Lexington%2C_Oregon,"Lexington, Oregon 45.4453,-119.688","Lexington, Oregon "," 45.4453 , -119.688 "," 45.445277777778 , -119.68805555556","Lexington, Oregon 45.4453,-119.688","[(45.44513, -119.68447), (45.44513, -119.68447), (45.44513, -119.68447), (45.44513, -119.68447), (45.44513, -119.68447), (45.44513, -119.68447), (45.44513, -119.68447)]",0.2802038971233197
2074,Lexington,"Lexington, Texas",30.4139,-97.0086,http://en.wikipedia.org/wiki/Lexington%2C_Texas,"Lexington, Texas 30.4139,-97.0086","Lexington, Texas "," 30.4139 , -97.0086 "," 30.4139 , -97.0086","Lexington, Texas 30.4139,-97.0086","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",1430.2734230866304
2075,Lexington,"Lexington, New York",42.215,-74.3847,http://en.wikipedia.org/wiki/Lexington%2C_New_York,"Lexington, New York 42.215,-74.3847","Lexington, New York "," 42.215 , -74.3847 "," 42.240277777778 , -74.365555555556","Lexington, New York 42.215,-74.3847","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",975.3380184720739
2076,Lexington,"Lexington, Indiana",38.6544,-85.6453,http://en.wikipedia.org/wiki/Lexington%2C_Indiana,"Lexington, Indiana 38.6544,-85.6453","Lexington, Indiana "," 38.6544 , -85.6453 "," 38.6544 , -85.6453","Lexington, Indiana 38.6544,-85.6453","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",123.4035938164277
2077,Lexington,"Lexington, California",37.1964,-121.9883,http://en.wikipedia.org/wiki/Lexington%2C_California,"Lexington, California 37.1964,-121.9883","Lexington, California "," 37.1964 , -121.9883 "," 37.19638889 , -121.98833333","Lexington, California 37.1964,-121.9883","[(38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855), (38.0498, -84.45855)]",3284.0053644894497
2078,Lexington,"Lexington, Maine",44.9986,-70.0536,http://en.wikipedia.org/wiki/Lexington%2C_Maine,"Lexington, Maine 44.9986,-70.0536","Lexington, Maine "," 44.9986 , -70.0536 "," 44.9986 , -70.0536","Lexington, Maine 44.9986,-70.0536","[(44.99867, -70.05367), (44.99867, -70.05367), (44.99867, -70.05367), (44.99867, -70.05367)]",0.009533068298856974
2079,Longmen,"Longmen, Zhejiang",29.9033,119.9483,http://en.wikipedia.org/wiki/Longmen%2C_Zhejiang,"Longmen, Zhejiang 29.9033,119.9483","Longmen, Zhejiang "," 29.9033 , 119.9483 "," 29.90303 , 119.94742","Longmen, Zhejiang 29.9033,119.9483","[(30.37358, 118.11446)]",183.86262291031264
2080,Puerto Escondido,"Puerto Escondido, Oaxaca",15.8619,-97.0672,http://en.wikipedia.org/wiki/Puerto_Escondido%2C_Oaxaca,"Puerto Escondido, Oaxaca 15.8619,-97.0672","Puerto Escondido, Oaxaca "," 15.8619 , -97.0672 "," 15.861944444444 , -97.071666666667","Puerto Escondido, Oaxaca 15.8619,-97.0672","[(15.87037, -97.07726), (15.87037, -97.07726), (15.87037, -97.07726), (15.87037, -97.07726)]",1.1116005771087667
2081,Puerto Escondido,"Puerto Escondido, Baja California Sur",25.8106,-111.3078,http://en.wikipedia.org/wiki/Puerto_Escondido%2C_Baja_California_Sur,"Puerto Escondido, Baja California Sur 25.8106,-111.3078","Puerto Escondido, Baja California Sur "," 25.8106 , -111.3078 "," 25.810555555556 , -111.30777777778","Puerto Escondido, Baja California Sur 25.8106,-111.3078","[(15.87037, -97.07726), (15.87037, -97.07726), (15.87037, -97.07726), (15.87037, -97.07726)]",1843.7263163394218
2082,Boya,"Boya, Western Australia",31.914,116.056,http://en.wikipedia.org/wiki/Boya%2C_Western_Australia,"Boya, Western Australia 31.914,116.056","Boya, Western Australia "," 31.914 , 116.056 "," -31.914 , 116.056","Boya, Western Australia 31.914,116.056","[(-31.93333, 116.05), (-31.93333, 116.05)]",2.222741219544876
2083,Jefferson County,"Jefferson County, Kansas",39.3514,-95.475,http://en.wikipedia.org/wiki/Jefferson_County%2C_Kansas,"Jefferson County, Kansas 39.3514,-95.475","Jefferson County, Kansas "," 39.3514 , -95.475 "," 39.2167 , -95.4","Jefferson County, Kansas 39.3514,-95.475","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",852.5758209614952
2084,Jefferson County,"Jefferson County, Missouri",38.26,-90.54,http://en.wikipedia.org/wiki/Jefferson_County%2C_Missouri,"Jefferson County, Missouri 38.26,-90.54","Jefferson County, Missouri "," 38.26 , -90.54 "," 38.26 , -90.54","Jefferson County, Missouri 38.26,-90.54","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",426.3936688318415
2085,Jefferson County,"Jefferson County, Alabama",33.5833,-86.8667,http://en.wikipedia.org/wiki/Jefferson_County%2C_Alabama,"Jefferson County, Alabama 33.5833,-86.8667","Jefferson County, Alabama "," 33.5833 , -86.8667 "," 33.583333333333 , -86.866666666667","Jefferson County, Alabama 33.5833,-86.8667","[(33.55431, -86.89649), (33.55431, -86.89649), (33.55431, -86.89649), (33.55431, -86.89649), (33.55431, -86.89649), (33.55431, -86.89649)]",4.248539561528039
2086,Jefferson County,"Jefferson County, Pennsylvania",41.13,-79,http://en.wikipedia.org/wiki/Jefferson_County%2C_Pennsylvania,"Jefferson County, Pennsylvania 41.13,-79","Jefferson County, Pennsylvania "," 41.13 , -79 "," 41.13 , -79.0","Jefferson County, Pennsylvania 41.13,-79","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",657.0179342566182
2087,Jefferson County,"Jefferson County, Oregon",44.63,-121.17,http://en.wikipedia.org/wiki/Jefferson_County%2C_Oregon,"Jefferson County, Oregon 44.63,-121.17","Jefferson County, Oregon "," 44.63 , -121.17 "," 44.63 , -121.17","Jefferson County, Oregon 44.63,-121.17","[(44.62941, -121.17541), (44.62941, -121.17541)]",0.43310878450047646
2088,Jefferson County,"Jefferson County, Oklahoma",34.1,-97.84,http://en.wikipedia.org/wiki/Jefferson_County%2C_Oklahoma,"Jefferson County, Oklahoma 34.1,-97.84","Jefferson County, Oklahoma "," 34.1 , -97.84 "," 34.1 , -97.84","Jefferson County, Oklahoma 34.1,-97.84","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",1183.2151329827168
2089,Jefferson County,"Jefferson County, Ohio",40.38,-80.76,http://en.wikipedia.org/wiki/Jefferson_County%2C_Ohio,"Jefferson County, Ohio 40.38,-80.76","Jefferson County, Ohio "," 40.38 , -80.76 "," 40.38 , -80.76","Jefferson County, Ohio 40.38,-80.76","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",486.9698075285438
2090,Jefferson County,"Jefferson County, Kentucky",38.19,-85.66,http://en.wikipedia.org/wiki/Jefferson_County%2C_Kentucky,"Jefferson County, Kentucky 38.19,-85.66","Jefferson County, Kentucky "," 38.19 , -85.66 "," 38.19 , -85.66","Jefferson County, Kentucky 38.19,-85.66","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",0.32096677403991625
2091,Jefferson County,"Jefferson County, Indiana",38.79,-85.44,http://en.wikipedia.org/wiki/Jefferson_County%2C_Indiana,"Jefferson County, Indiana 38.79,-85.44","Jefferson County, Indiana "," 38.79 , -85.44 "," 38.79 , -85.44","Jefferson County, Indiana 38.79,-85.44","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",69.69069599983843
2092,Jefferson County,"Jefferson County, Colorado",39.59,-105.25,http://en.wikipedia.org/wiki/Jefferson_County%2C_Colorado,"Jefferson County, Colorado 39.59,-105.25","Jefferson County, Colorado "," 39.59 , -105.25 "," 39.59 , -105.25","Jefferson County, Colorado 39.59,-105.25","[(39.58642, -105.25047), (39.58642, -105.25047), (39.58642, -105.25047), (39.58642, -105.25047), (39.58642, -105.25047), (39.58642, -105.25047), (39.58642, -105.25047), (39.58642, -105.25047), (39.58642, -105.25047)]",0.40011061255687747
2093,Jefferson County,"Jefferson County, Texas",29.86,-94.14,http://en.wikipedia.org/wiki/Jefferson_County%2C_Texas,"Jefferson County, Texas 29.86,-94.14","Jefferson County, Texas "," 29.86 , -94.14 "," 29.86 , -94.14","Jefferson County, Texas 29.86,-94.14","[(29.85373, -94.15344), (29.85373, -94.15344), (29.85373, -94.15344), (29.85373, -94.15344)]",1.4717219933129166
2094,Jefferson County,"Jefferson County, Georgia",33.05,-82.42,http://en.wikipedia.org/wiki/Jefferson_County%2C_Georgia,"Jefferson County, Georgia 33.05,-82.42","Jefferson County, Georgia "," 33.05 , -82.42 "," 33.05 , -82.42","Jefferson County, Georgia 33.05,-82.42","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",641.7775083909509
2095,Jefferson County,"Jefferson County, Illinois",38.3,-88.92,http://en.wikipedia.org/wiki/Jefferson_County%2C_Illinois,"Jefferson County, Illinois 38.3,-88.92","Jefferson County, Illinois "," 38.3 , -88.92 "," 38.3 , -88.92","Jefferson County, Illinois 38.3,-88.92","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",285.0339613208103
2096,Jefferson County,"Jefferson County, Arkansas",34.2875,-91.9422,http://en.wikipedia.org/wiki/Jefferson_County%2C_Arkansas,"Jefferson County, Arkansas 34.2875,-91.9422","Jefferson County, Arkansas "," 34.2875 , -91.9422 "," 34.2875 , -91.942222222222","Jefferson County, Arkansas 34.2875,-91.9422","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",710.7348971473523
2097,Jefferson County,"Jefferson County, Florida",30.42,-83.9,http://en.wikipedia.org/wiki/Jefferson_County%2C_Florida,"Jefferson County, Florida 30.42,-83.9","Jefferson County, Florida "," 30.42 , -83.9 "," 30.42 , -83.9","Jefferson County, Florida 30.42,-83.9","[(33.55431, -86.89649), (33.55431, -86.89649), (33.55431, -86.89649), (33.55431, -86.89649)]",448.64607160162535
2098,Jefferson County,"Jefferson County, New York",43.9954,-76.0535,http://en.wikipedia.org/wiki/Jefferson_County%2C_New_York,"Jefferson County, New York 43.9954,-76.0535","Jefferson County, New York "," 43.9954 , -76.0535 "," 43.99 , -76.05","Jefferson County, New York 43.9954,-76.0535","[(38.18719, -85.65916), (38.18719, -85.65916), (43.99885, -76.05211)]",1030.7258443887952
2099,Jefferson County,"Jefferson County, West Virginia",39.31,-77.86,http://en.wikipedia.org/wiki/Jefferson_County%2C_West_Virginia,"Jefferson County, West Virginia 39.31,-77.86","Jefferson County, West Virginia "," 39.31 , -77.86 "," 39.31 , -77.86","Jefferson County, West Virginia 39.31,-77.86","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",687.5454677007349
2100,Jefferson County,"Jefferson County, Washington",47.84,-123.58,http://en.wikipedia.org/wiki/Jefferson_County%2C_Washington,"Jefferson County, Washington 47.84,-123.58","Jefferson County, Washington "," 47.84 , -123.58 "," 47.84 , -123.58","Jefferson County, Washington 47.84,-123.58","[(47.77655, -123.57431), (47.77655, -123.57431), (47.77655, -123.57431)]",7.0681128621331295
2101,Jefferson County,"Jefferson County, Tennessee",36.05,-83.45,http://en.wikipedia.org/wiki/Jefferson_County%2C_Tennessee,"Jefferson County, Tennessee 36.05,-83.45","Jefferson County, Tennessee "," 36.05 , -83.45 "," 36.05 , -83.45","Jefferson County, Tennessee 36.05,-83.45","[(38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916), (38.18719, -85.65916)]",307.9431226264547
2102,Jefferson County,"Jefferson County, Mississippi",31.73,-91.03,http://en.wikipedia.org/wiki/Jefferson_County%2C_Mississippi,"Jefferson County, Mississippi 31.73,-91.03","Jefferson County, Mississippi "," 31.73 , -91.03 "," 31.73 , -91.03","Jefferson County, Mississippi 31.73,-91.03","[(38.18719, -85.65916), (38.18719, -85.65916), (46.14849, -112.09374)]",868.5717716712919
2103,Barrancas,"Barrancas, La Guajira",10.9548,-72.7871,http://en.wikipedia.org/wiki/Barrancas%2C_La_Guajira,"Barrancas, La Guajira 10.9548,-72.7871","Barrancas, La Guajira "," 10.9548 , -72.7871 "," 10.955833333333 , -72.791944444444","Barrancas, La Guajira 10.9548,-72.7871","[(11.0, -72.75), (11.0, -72.75)]",6.7144067350103995
2104,Paloma,"Paloma, Illinois",40.0228,-91.1953,http://en.wikipedia.org/wiki/Paloma%2C_Illinois,"Paloma, Illinois 40.0228,-91.1953","Paloma, Illinois "," 40.0228 , -91.1953 "," 40.022777777778 , -91.195277777778","Paloma, Illinois 40.0228,-91.1953",[],
2105,Paloma,"Paloma, California",38.2594,-120.7633,http://en.wikipedia.org/wiki/Paloma%2C_California,"Paloma, California 38.2594,-120.7633","Paloma, California "," 38.2594 , -120.7633 "," 38.25944444 , -120.76333333","Paloma, California 38.2594,-120.7633",[],
2106,Salo,"Salo, Finland",60.3831,23.1331,http://en.wikipedia.org/wiki/Salo%2C_Finland,"Salo, Finland 60.3831,23.1331","Salo, Finland "," 60.3831 , 23.1331 "," 60.383055555556 , 23.133055555556","Salo, Finland 60.3831,23.1331","[(60.37893, 23.27434), (60.37893, 23.27434)]",7.777963286567902
2107,Lapa,"Lapa, Rio de Janeiro",-22.9144,-43.1815,http://en.wikipedia.org/wiki/Lapa%2C_Rio_de_Janeiro,"Lapa, Rio de Janeiro -22.9144,-43.1815","Lapa, Rio de Janeiro "," -22.9144 , -43.1815 "," -22.914351 , -43.181516","Lapa, Rio de Janeiro -22.9144,-43.1815","[(-25.79139, -49.87405), (-25.79139, -49.87405)]",749.4878857772068
2109,Waterford,Waterford,52.252,-7.127,http://en.wikipedia.org/wiki/Waterford,"Waterford 52.252,-7.127",Waterford ," 52.252 , -7.127 "," 52.2583 , -7.119","Waterford 52.252,-7.127","[(52.25, -7.5), (52.25, -7.5)]",25.950745498974143
2110,Waterford,"Waterford, California",37.645,-120.7675,http://en.wikipedia.org/wiki/Waterford%2C_California,"Waterford, California 37.645,-120.7675","Waterford, California "," 37.645 , -120.7675 "," 37.645 , -120.7675","Waterford, California 37.645,-120.7675","[(37.64132, -120.76048), (37.64132, -120.76048), (37.64132, -120.76048), (37.64132, -120.76048)]",0.7412713054228024
2111,Waterford,"Waterford, Connecticut",41.3497,-72.1469,http://en.wikipedia.org/wiki/Waterford%2C_Connecticut,"Waterford, Connecticut 41.3497,-72.1469","Waterford, Connecticut "," 41.3497 , -72.1469 "," 41.349722222222 , -72.146944444444","Waterford, Connecticut 41.3497,-72.1469","[(42.69303, -83.41181), (42.69303, -83.41181), (42.69303, -83.41181), (42.69303, -83.41181), (52.25, -7.5)]",941.723907398109
2112,Waterford,"Waterford, Maine",44.1908,-70.7075,http://en.wikipedia.org/wiki/Waterford%2C_Maine,"Waterford, Maine 44.1908,-70.7075","Waterford, Maine "," 44.1908 , -70.7075 "," 44.190833333333 , -70.7075","Waterford, Maine 44.1908,-70.7075","[(42.69303, -83.41181)]",1038.0345122872573
2113,Waterford,"Waterford, New York",42.7911,-73.6798,http://en.wikipedia.org/wiki/Waterford%2C_New_York,"Waterford, New York 42.7911,-73.6798","Waterford, New York "," 42.7911 , -73.6798 "," 42.79258 , -73.68123","Waterford, New York 42.7911,-73.6798","[(42.69303, -83.41181), (42.69303, -83.41181), (42.69303, -83.41181), (42.69303, -83.41181), (42.69303, -83.41181)]",794.2600653224531
