,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
106,Slovenia,Slovenia,46.11,14.81,https://en.wikipedia.org/wiki/Slovenia,"Slovenia 46.11,14.81",Slovenia ," 46.11 , 14.81 "," 46.0 , 15.0","Slovenia 46.11,14.81","[(46.08333, 15.0), (46.08333, 15.0)]",9.265886326735966
107,Croatia,Croatia,45.16,15.5,https://en.wikipedia.org/wiki/Croatia,"Croatia 45.16,15.5",Croatia ," 45.16 , 15.5 "," 45.25 , 15.466667","Croatia 45.16,15.5","[(45.16667, 15.5), (45.16667, 15.5)]",9.626818592881031
108,Denmark,Denmark,56,10,https://en.wikipedia.org/wiki/Denmark,"Denmark 56,10",Denmark ," 56 , 10 "," 56.0 , 10.0","Denmark 56,10","[(56.0, 10.0), (56.0, 10.0)]",0.0
110,Ukraine,Ukraine,49,32,https://en.wikipedia.org/wiki/Ukraine,"Ukraine 49,32",Ukraine ," 49 , 32 "," 49.0 , 32.0","Ukraine 49,32","[(49.0, 32.0), (49.0, 32.0)]",0.0
111,Black Sea,Black Sea,44,35,https://en.wikipedia.org/wiki/Black_Sea,"Black Sea 44,35",Black Sea ," 44 , 35 "," 44.0 , 35.0","Black Sea 44,35","[(43.4131, 34.29708)]",86.32064409021976
112,Menoufia,Monufia Governorate,30.52,30.99,https://en.wikipedia.org/wiki/Monufia_Governorate,"Monufia Governorate 30.52,30.99",Monufia Governorate ," 30.52 , 30.99 "," 30.52 , 30.99","Monufia Governorate 30.52,30.99",[],
113,Daqahliya,Dakahlia Governorate,31.05,31.38,https://en.wikipedia.org/wiki/Dakahlia_Governorate,"Dakahlia Governorate 31.05,31.38",Dakahlia Governorate ," 31.05 , 31.38 "," 31.05 , 31.3833","Dakahlia Governorate 31.05,31.38","[(31.1, 31.6)]",21.373780497381578
114,Beni Suef,Beni Suef,29.06,31.08,https://en.wikipedia.org/wiki/Beni_Suef,"Beni Suef 29.06,31.08",Beni Suef ," 29.06 , 31.08 "," 29.066666666667 , 31.083333333333","Beni Suef 29.06,31.08","[(29.07441, 31.09785)]",1.6528158198927645
115,North Korea,North Korea,40,127,https://en.wikipedia.org/wiki/North_Korea,"North Korea 40,127",North Korea ," 40 , 127 "," 40.0 , 127.0","North Korea 40,127","[(40.0, 127.0), (40.0, 127.0)]",0.0
116,Pyongyang,Pyongyang,39.01,125.73,https://en.wikipedia.org/wiki/Pyongyang,"Pyongyang 39.01,125.73",Pyongyang ," 39.01 , 125.73 "," 39.03 , 125.73","Pyongyang 39.01,125.73","[(39.03385, 125.75432)]",2.1438379676730706
117,India,India,21,78,https://en.wikipedia.org/wiki/India,"India 21,78",India ," 21 , 78 "," 22.0 , 77.0","India 21,78","[(22.0, 79.0), (22.0, 79.0), (22.0, 79.0), (22.0, 79.0), (22.0, 79.0), (22.0, 79.0)]",206.19510347455014
118,Maharashtra,Maharashtra,18.97,72.82,https://en.wikipedia.org/wiki/Maharashtra,"Maharashtra 18.97,72.82",Maharashtra ," 18.97 , 72.82 "," 19.56 , 76.42","Maharashtra 18.97,72.82","[(19.5, 76.0)]",44.51776968959791
119,Mumbai,Mumbai,18.97,72.82,https://en.wikipedia.org/wiki/Mumbai,"Mumbai 18.97,72.82",Mumbai ," 18.97 , 72.82 "," 18.966666666667 , 72.833333333333","Mumbai 18.97,72.82","[(19.07283, 72.88261)]",12.891415255433557
120,Greater Mumbai,Mumbai,18.97,72.82,https://en.wikipedia.org/wiki/Mumbai,"Mumbai 18.97,72.82",Mumbai ," 18.97 , 72.82 "," 18.966666666667 , 72.833333333333","Mumbai 18.97,72.82",[],
121,Nandurbar,Nandurbar,21.37,74.25,https://en.wikipedia.org/wiki/Nandurbar,"Nandurbar 21.37,74.25",Nandurbar ," 21.37 , 74.25 "," 21.37 , 74.25","Nandurbar 21.37,74.25","[(21.36671, 74.24051)]",1.048586845639133
122,Dhule,Dhule,20.89,74.76,https://en.wikipedia.org/wiki/Dhule,"Dhule 20.89,74.76",Dhule ," 20.89 , 74.76 "," 20.9 , 74.783333333333","Dhule 20.89,74.76","[(20.9013, 74.77737)]",0.6361045722760482
123,Iraq,Iraq,33,44,https://en.wikipedia.org/wiki/Iraq,"Iraq 33,44",Iraq ," 33 , 44 "," 33.0 , 43.0","Iraq 33,44","[(33.0, 44.0), (33.0, 44.0), (33.0, 44.0), (33.0, 44.0), (33.0, 44.0)]",93.25569290677386
124,Ranya,Ranya,36.25,44.88,https://en.wikipedia.org/wiki/Ranya,"Ranya 36.25,44.88",Ranya ," 36.25 , 44.88 "," 36.255 , 44.882222222222","Ranya 36.25,44.88","[(-9.66913, -76.67248)]",13456.758605851854
125,Turkey,Turkey,39,35,https://en.wikipedia.org/wiki/Turkey,"Turkey 39,35",Turkey ," 39 , 35 "," 39.0 , 36.0","Turkey 39,35","[(39.0, 35.0), (39.0, 35.0), (39.0, 35.0), (39.0, 35.0)]",86.4143758573266
126,Rotterdam,Rotterdam,51.91,4.5,https://en.wikipedia.org/wiki/Rotterdam,"Rotterdam 51.91,4.5",Rotterdam ," 51.91 , 4.5 "," 51.9225 , 4.47917","Rotterdam 51.91,4.5","[(51.9225, 4.47917)]",0.0
127,Lelystad,Lelystad,52.5,5.48,https://en.wikipedia.org/wiki/Lelystad,"Lelystad 52.5,5.48",Lelystad ," 52.5 , 5.48 "," 52.516666666667 , 5.4833333333333","Lelystad 52.5,5.48","[(52.50833, 5.475)]",1.0850545334854171
128,Poland,Poland,52,20,https://en.wikipedia.org/wiki/Poland,"Poland 52,20",Poland ," 52 , 20 "," 52.0 , 19.0","Poland 52,20","[(52.0, 20.0), (52.0, 20.0)]",68.45798973510726
129,Toruń,Toru%C5%84,53.03,18.61,https://en.wikipedia.org/wiki/Toru%C5%84,"Toru%C5%84 53.03,18.61",Toru%C5%84 ," 53.03 , 18.61 "," 53.016666666667 , 18.616666666667","Toru%C5%84 53.03,18.61",[],
130,Pulawy,Pu%C5%82awy,51.41,21.96,https://en.wikipedia.org/wiki/Pu%C5%82awy,"Pu%C5%82awy 51.41,21.96",Pu%C5%82awy ," 51.41 , 21.96 "," 51.41655 , 21.96939","Pu%C5%82awy 51.41,21.96","[(51.41655, 21.96939)]",0.0
131,Lyon,Lyon,45.76,4.84,https://en.wikipedia.org/wiki/Lyon,"Lyon 45.76,4.84",Lyon ," 45.76 , 4.84 "," 45.758888888889 , 4.8413888888889","Lyon 45.76,4.84","[(45.74846, 4.84671)]",1.2309372602295867
132,France,France,47,2,https://en.wikipedia.org/wiki/France,"France 47,2",France ," 47 , 2 "," 47.0 , 2.0","France 47,2","[(46.0, 2.0), (46.0, 2.0), (46.0, 2.0), (46.0, 2.0), (46.0, 2.0), (46.0, 2.0), (46.0, 2.0), (46.0, 2.0), (46.0, 2.0)]",111.19508372419111
134,Cellardyke,Cellardyke,56.21,-2.7,https://en.wikipedia.org/wiki/Cellardyke,"Cellardyke 56.21,-2.7",Cellardyke ," 56.21 , -2.7 "," 56.2167 , -2.7","Cellardyke 56.21,-2.7","[(56.22411, -2.69054)]",1.0104270942745663
135,Scotland,Scotland,56,-4,https://en.wikipedia.org/wiki/Scotland,"Scotland 56,-4",Scotland ," 56 , -4 "," 57.0 , -5.0","Scotland 56,-4","[(56.0, -4.0), (56.0, -4.0)]",127.00447055839162
137,Karo,Karo Regency,3.1,98.5,https://en.wikipedia.org/wiki/Karo_Regency,"Karo Regency 3.1,98.5",Karo Regency ," 3.1 , 98.5 "," 3.11667 , 98.3","Karo Regency 3.1,98.5",[],
138,Medan,Medan,3.58,98.66,https://en.wikipedia.org/wiki/Medan,"Medan 3.58,98.66",Medan ," 3.58 , 98.66 "," 3.6666666666667 , 98.666666666667","Medan 3.58,98.66","[(3.58333, 98.66667)]",9.266627634681768
139,Anhui,Anhui,31.83,117,https://en.wikipedia.org/wiki/Anhui,"Anhui 31.83,117",Anhui ," 31.83 , 117 "," 31.833333333333 , 117.0","Anhui 31.83,117",[],
140,Hunan,Hunan,27.4,111.8,https://en.wikipedia.org/wiki/Hunan,"Hunan 27.4,111.8",Hunan ," 27.4 , 111.8 "," 27.4 , 111.8","Hunan 27.4,111.8",[],
141,Liaoning,Liaoning,41.1,122.3,https://en.wikipedia.org/wiki/Liaoning,"Liaoning 41.1,122.3",Liaoning ," 41.1 , 122.3 "," 41.803888888889 , 123.42583333333","Liaoning 41.1,122.3",[],
142,Saxony-Anhalt,Saxony-Anhalt,51.97,11.47,https://en.wikipedia.org/wiki/Saxony-Anhalt,"Saxony-Anhalt 51.97,11.47",Saxony-Anhalt ," 51.97 , 11.47 "," 51.971111111111 , 11.47","Saxony-Anhalt 51.97,11.47",[],
143,Thuringia,Thuringia,50.86,11.05,https://en.wikipedia.org/wiki/Thuringia,"Thuringia 50.86,11.05",Thuringia ," 50.86 , 11.05 "," 51.0 , 11.0","Thuringia 50.86,11.05",[],
144,Assenoncourt,Assenoncourt,48.77,6.79,https://en.wikipedia.org/wiki/Assenoncourt,"Assenoncourt 48.77,6.79",Assenoncourt ," 48.77 , 6.79 "," 48.771388888889 , 6.7958333333333","Assenoncourt 48.77,6.79",[],
145,Ciocile,Ciocile,44.81,27.23,https://en.wikipedia.org/wiki/Ciocile,"Ciocile 44.81,27.23",Ciocile ," 44.81 , 27.23 "," 44.81666667 , 27.23333333","Ciocile 44.81,27.23","[(44.81667, 27.23333)]",0.0004539815083593922
146,Brăila,Br%C4%83ila County,45.11,27.68,https://en.wikipedia.org/wiki/Br%C4%83ila_County,"Br%C4%83ila County 45.11,27.68",Br%C4%83ila County ," 45.11 , 27.68 "," 45.11 , 27.68","Br%C4%83ila County 45.11,27.68",[],
147,Bumbacari,"Dude%C8%99ti, Br%C4%83ila",44.88,27.44,"https://en.wikipedia.org/wiki/Dude%C8%99ti,_Br%C4%83ila","Dude%C8%99ti, Br%C4%83ila 44.88,27.44","Dude%C8%99ti, Br%C4%83ila "," 44.88 , 27.44 "," 44.885522 , 27.446402","Dude%C8%99ti, Br%C4%83ila 44.88,27.44",[],
148,Dudescu,"Dude%C8%99ti, Br%C4%83ila",44.88,27.44,"https://en.wikipedia.org/wiki/Dude%C8%99ti,_Br%C4%83ila","Dude%C8%99ti, Br%C4%83ila 44.88,27.44","Dude%C8%99ti, Br%C4%83ila "," 44.88 , 27.44 "," 44.885522 , 27.446402","Dude%C8%99ti, Br%C4%83ila 44.88,27.44",[],
149,Ceamurlia de Jos,Ceamurlia de Jos,44.73,28.71,https://en.wikipedia.org/wiki/Ceamurlia_de_Jos,"Ceamurlia de Jos 44.73,28.71",Ceamurlia de Jos ," 44.73 , 28.71 "," 44.77425 , 28.76678","Ceamurlia de Jos 44.73,28.71","[(44.73333, 28.71667)]",6.02995501464178
150,Maliuc,Maliuc,45.16,29.08,https://en.wikipedia.org/wiki/Maliuc,"Maliuc 45.16,29.08",Maliuc ," 45.16 , 29.08 "," 45.175284 , 29.076588","Maliuc 45.16,29.08","[(45.17678, 29.11334)]",2.88559907693808
151,Caraorman,"Cri%C8%99an, Tulcea",45.1,29.3,"https://en.wikipedia.org/wiki/Cri%C8%99an,_Tulcea","Cri%C8%99an, Tulcea 45.1,29.3","Cri%C8%99an, Tulcea "," 45.1 , 29.3 "," 45.1800517 , 29.3514512","Cri%C8%99an, Tulcea 45.1,29.3","[(45.07891, 29.39321)]",11.713862708269572
152,Crimea,Crimea,45.3,34.4,https://en.wikipedia.org/wiki/Crimea,"Crimea 45.3,34.4",Crimea ," 45.3 , 34.4 "," 44.933347222222 , 34.099927777778","Crimea 45.3,34.4","[(45.0, 34.0)]",10.804351112483998
153,Michigan,Michigan,44,-85,https://en.wikipedia.org/wiki/Michigan,"Michigan 44,-85",Michigan ," 44 , -85 "," 44.34 , -85.58","Michigan 44,-85","[(44.25029, -85.50033), (44.25029, -85.50033), (44.25029, -85.50033)]",11.819996973171646
154,Lake Erie,Lake Erie,42.2,-81.2,https://en.wikipedia.org/wiki/Lake_Erie,"Lake Erie 42.2,-81.2",Lake Erie ," 42.2 , -81.2 "," 42.2 , -81.2","Lake Erie 42.2,-81.2","[(41.79403, -72.81951)]",693.7349448604375
155,Mouillee,Pointe Mouillee State Game Area,42,-83.19,https://en.wikipedia.org/wiki/Pointe_Mouillee_State_Game_Area,"Pointe Mouillee State Game Area 42,-83.19",Pointe Mouillee State Game Area ," 42 , -83.19 "," 42.0042 , -83.1942","Pointe Mouillee State Game Area 42,-83.19",[],
156,Monroe County,"Monroe County, Michigan",41.92,-83.5,"https://en.wikipedia.org/wiki/Monroe_County,_Michigan","Monroe County, Michigan 41.92,-83.5","Monroe County, Michigan "," 41.92 , -83.5 "," 41.92 , -83.5","Monroe County, Michigan 41.92,-83.5","[(41.05807, -75.33948)]",686.1772822652148
157,Ames,"Ames, Iowa",42.03,-93.62,"https://en.wikipedia.org/wiki/Ames,_Iowa","Ames, Iowa 42.03,-93.62","Ames, Iowa "," 42.03 , -93.62 "," 42.034722222222 , -93.62","Ames, Iowa 42.03,-93.62","[(42.03471, -93.61994), (42.03471, -93.61994), (42.03471, -93.61994), (42.03471, -93.61994)]",0.005138325275126201
158,Iowa,Iowa,42,-93,https://en.wikipedia.org/wiki/Iowa,"Iowa 42,-93",Iowa ," 42 , -93 "," 42.0 , -93.0","Iowa 42,-93","[(42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049), (42.00027, -93.50049)]",41.357380512353664
159,Dresden,Dresden,51.03,13.73,https://en.wikipedia.org/wiki/Dresden,"Dresden 51.03,13.73",Dresden ," 51.03 , 13.73 "," 51.049258333333 , 13.738361111111","Dresden 51.03,13.73","[(51.05089, 13.73832), (51.05089, 13.73832)]",0.18145606894499836
162,Fulton County,"Fulton County, Illinois",40.48,-90.21,"https://en.wikipedia.org/wiki/Fulton_County,_Illinois","Fulton County, Illinois 40.48,-90.21","Fulton County, Illinois "," 40.48 , -90.21 "," 40.48 , -90.21","Fulton County, Illinois 40.48,-90.21","[(41.6018, -84.13007)]",524.8204286141231
163,Illinois,Illinois,40,-89,https://en.wikipedia.org/wiki/Illinois,"Illinois 40,-89",Illinois ," 40 , -89 "," 40.0 , -89.0","Illinois 40,-89","[(40.00032, -89.25037), (40.00032, -89.25037)]",21.326583436574893
164,Buffalo,"Buffalo, New York",42.90,-78.84,"https://en.wikipedia.org/wiki/Buffalo,_New_York","Buffalo, New York 42.90,-78.84","Buffalo, New York "," 42.90 , -78.84 "," 42.904722222222 , -78.849444444444","Buffalo, New York 42.90,-78.84",[],
165,New York,New York (state),43,-75,https://en.wikipedia.org/wiki/New_York_(state),"New York (state) 43,-75",New York (state) ," 43 , -75 "," 43.0 , -75.0","New York (state) 43,-75","[(43.00035, -75.4999), (43.00035, -75.4999), (43.00035, -75.4999), (43.00035, -75.4999), (43.00035, -75.4999), (43.00035, -75.4999)]",40.65317861164739
166,NY,New York (state),43,-75,https://en.wikipedia.org/wiki/New_York_(state),"New York (state) 43,-75",New York (state) ," 43 , -75 "," 43.0 , -75.0","New York (state) 43,-75",[],
167,Mexico,Mexico,23,-102,https://en.wikipedia.org/wiki/Mexico,"Mexico 23,-102",Mexico ," 23 , -102 "," 23.316667 , -102.366667","Mexico 23,-102","[(23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0), (23.0, -102.0)]",51.43039139395415
168,Mexico City,Mexico City,19.43,-99.13,https://en.wikipedia.org/wiki/Mexico_City,"Mexico City 19.43,-99.13",Mexico City ," 19.43 , -99.13 "," 19.419444444444 , -99.145555555556","Mexico City 19.43,-99.13","[(19.42847, -99.12766), (40.98644, -83.19325), (40.98644, -83.19325), (40.98644, -83.19325), (23.0, -102.0)]",2835.657841105244
169,New Zealand,New Zealand,-42,174,https://en.wikipedia.org/wiki/New_Zealand,"New Zealand -42,174",New Zealand ," -42 , 174 "," -42.0 , 174.0","New Zealand -42,174","[(-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0)]",0.0
170,West Midlands,West Midlands (region),52.47,-2.29,https://en.wikipedia.org/wiki/West_Midlands_(region),"West Midlands (region) 52.47,-2.29",West Midlands (region) ," 52.47 , -2.29 "," 52.47 , -2.29","West Midlands (region) 52.47,-2.29","[(52.55697, -2.20358)]",11.301383643239827
171,Gaza Strip,Gaza Strip,31.41,34.33,https://en.wikipedia.org/wiki/Gaza_Strip,"Gaza Strip 31.41,34.33",Gaza Strip ," 31.41 , 34.33 "," 31.416666666667 , 34.333333333333","Gaza Strip 31.41,34.33","[(31.41667, 34.33333)]",0.00048727330483907535
172,Gaza,Gaza Strip,31.41,34.33,https://en.wikipedia.org/wiki/Gaza_Strip,"Gaza Strip 31.41,34.33",Gaza Strip ," 31.41 , 34.33 "," 31.416666666667 , 34.333333333333","Gaza Strip 31.41,34.33","[(31.50161, 34.46672), (31.50161, 34.46672), (31.50161, 34.46672)]",15.788670731118192
173,Israel,Israel,31,35,https://en.wikipedia.org/wiki/Israel,"Israel 31,35",Israel ," 31 , 35 "," 31.0 , 35.0","Israel 31,35","[(31.5, 34.75), (31.5, 34.75), (31.5, 34.75), (31.5, 34.75)]",60.46385557602009
174,West Bank,West Bank,32,35.38,https://en.wikipedia.org/wiki/West_Bank,"West Bank 32,35.38",West Bank ," 32 , 35.38 "," 31.66667 , 35.25","West Bank 32,35.38",[],
175,Kenya,Kenya,1,38,https://en.wikipedia.org/wiki/Kenya,"Kenya 1,38",Kenya ," 1 , 38 "," 0.1 , 38.0","Kenya 1,38","[(1.0, 38.0), (1.0, 38.0), (1.0, 38.0), (1.0, 38.0), (1.0, 38.0), (1.0, 38.0), (1.0, 38.0), (1.0, 38.0), (1.0, 38.0), (1.0, 38.0)]",100.07557535177229
176,Nyanza,Nyanza Province,-0.5,34.66,https://en.wikipedia.org/wiki/Nyanza_Province,"Nyanza Province -0.5,34.66",Nyanza Province ," -0.5 , 34.66 "," -0.5 , 34.666666666667","Nyanza Province -0.5,34.66","[(-0.5, 34.5), (-0.5, 34.5)]",18.531808292227048
177,Nyanza Province,Nyanza Province,-0.5,34.66,https://en.wikipedia.org/wiki/Nyanza_Province,"Nyanza Province -0.5,34.66",Nyanza Province ," -0.5 , 34.66 "," -0.5 , 34.666666666667","Nyanza Province -0.5,34.66","[(-0.5, 34.5), (-0.5, 34.5)]",18.531808292227048
178,Kisumu,Kisumu,-0.1,34.75,https://en.wikipedia.org/wiki/Kisumu,"Kisumu -0.1,34.75",Kisumu ," -0.1 , 34.75 "," -0.1 , 34.75","Kisumu -0.1,34.75","[(-0.069, 34.64), (-0.10221, 34.76171)]",7.016483012513165
179,Nairobi,Nairobi,-1.2,36.81,https://en.wikipedia.org/wiki/Nairobi,"Nairobi -1.2,36.81",Nairobi ," -1.2 , 36.81 "," -1.2863888888889 , 36.817222222222","Nairobi -1.2,36.81","[(-1.28333, 36.81667)]",0.3456289021809861
181,Norway,Norway,61,8,https://en.wikipedia.org/wiki/Norway,"Norway 61,8",Norway ," 61 , 8 "," 65.0 , 11.0","Norway 61,8","[(62.0, 10.0), (62.0, 10.0)]",337.2437801258692
182,North Carolina,North Carolina,35.5,-80,https://en.wikipedia.org/wiki/North_Carolina,"North Carolina 35.5,-80",North Carolina ," 35.5 , -80 "," 35.5 , -80.0","North Carolina 35.5,-80","[(35.50069, -80.00032), (35.50069, -80.00032)]",0.0820110674117891
183,Japan,Japan,35,136,https://en.wikipedia.org/wiki/Japan,"Japan 35,136",Japan ," 35 , 136 "," 35.0 , 136.0","Japan 35,136","[(35.68536, 139.75309)]",348.816295699462
184,Brazil,Brazil,-10,-52,https://en.wikipedia.org/wiki/Brazil,"Brazil -10,-52",Brazil ," -10 , -52 "," -14.0 , -53.0","Brazil -10,-52","[(-10.0, -55.0)]",495.1030095471863
185,Mecca,Mecca,21.41,39.81,https://en.wikipedia.org/wiki/Mecca,"Mecca 21.41,39.81",Mecca ," 21.41 , 39.81 "," 21.4225 , 39.826111111111","Mecca 21.41,39.81",[],
186,Morocco,Morocco,32,-6,https://en.wikipedia.org/wiki/Morocco,"Morocco 32,-6",Morocco ," 32 , -6 "," 32.0 , -6.0","Morocco 32,-6","[(28.5, -10.0)]",546.7888030629688
187,Medina,Medina,24.46,39.6,https://en.wikipedia.org/wiki/Medina,"Medina 24.46,39.6",Medina ," 24.46 , 39.6 "," 24.466666666667 , 39.6","Medina 24.46,39.6","[(24.46861, 39.61417)]",1.4503233575436347
188,Middle East,Middle East,29,41,https://en.wikipedia.org/wiki/Middle_East,"Middle East 29,41",Middle East ," 29 , 41 "," 28.0 , 45.0","Middle East 29,41",[],
189,Saudi Arabia,Saudi Arabia,24,45,https://en.wikipedia.org/wiki/Saudi_Arabia,"Saudi Arabia 24,45",Saudi Arabia ," 24 , 45 "," 23.716667 , 44.116667","Saudi Arabia 24,45","[(25.0, 45.0)]",168.431856395096
190,Iran,Iran,32,53,https://en.wikipedia.org/wiki/Iran,"Iran 32,53",Iran ," 32 , 53 "," 32.0 , 53.0","Iran 32,53","[(32.0, 53.0)]",0.0
191,Buckinghamshire,Buckinghamshire,51.83,-0.83,https://en.wikipedia.org/wiki/Buckinghamshire,"Buckinghamshire 51.83,-0.83",Buckinghamshire ," 51.83 , -0.83 "," 51.766666666667 , -0.8","Buckinghamshire 51.83,-0.83","[(51.83479, -0.79912)]",7.575221441228855
192,Milton Keynes,Milton Keynes,52.04,-0.76,https://en.wikipedia.org/wiki/Milton_Keynes,"Milton Keynes 52.04,-0.76",Milton Keynes ," 52.04 , -0.76 "," 52.033333333333 , -0.76666666666667","Milton Keynes 52.04,-0.76","[(52.04172, -0.75583)]",1.191258953494856
193,Philippines,Philippines,13,122,https://en.wikipedia.org/wiki/Philippines,"Philippines 13,122",Philippines ," 13 , 122 "," 12.0 , 123.0","Philippines 13,122","[(13.40882, 122.56155), (13.40882, 122.56155), (13.40882, 122.56155)]",163.71390223781836
194,Fiji,Fiji,-18,179,https://en.wikipedia.org/wiki/Fiji,"Fiji -18,179",Fiji ," -18 , 179 "," -18.0 , 178.0","Fiji -18,179","[(-18.0, 178.0), (-18.0, 178.0)]",0.0
195,Suva,Suva,-18.14,178.44,https://en.wikipedia.org/wiki/Suva,"Suva -18.14,178.44",Suva ," -18.14 , 178.44 "," -18.133333333333 , 178.43333333333","Suva -18.14,178.44","[(-18.14161, 178.44149), (-18.14161, 178.44149)]",1.260910667361667
196,Nadi,Nadi,-17.8,177.41,https://en.wikipedia.org/wiki/Nadi,"Nadi -17.8,177.41",Nadi ," -17.8 , 177.41 "," -17.8 , 177.41666666667","Nadi -17.8,177.41","[(-17.80309, 177.41617)]",0.34759309210017525
197,Paisley,"Paisley, Renfrewshire",55.84,-4.42,"https://en.wikipedia.org/wiki/Paisley,_Renfrewshire","Paisley, Renfrewshire 55.84,-4.42","Paisley, Renfrewshire "," 55.84 , -4.42 "," 55.85 , -4.4333333333333","Paisley, Renfrewshire 55.84,-4.42",[],
198,Argentina,Argentina,-34,-64,https://en.wikipedia.org/wiki/Argentina,"Argentina -34,-64",Argentina ," -34 , -64 "," -34.0 , -64.0","Argentina -34,-64","[(-34.0, -64.0), (-34.0, -64.0), (-34.0, -64.0), (-34.0, -64.0)]",0.0
199,Buenos Aires,Buenos Aires,-34.60,-58.38,https://en.wikipedia.org/wiki/Buenos_Aires,"Buenos Aires -34.60,-58.38",Buenos Aires ," -34.60 , -58.38 "," -34.599722222222 , -58.381944444444","Buenos Aires -34.60,-58.38","[(-34.61315, -58.37723)]",1.55419614880897
200,Chile,Chile,-30,-71,https://en.wikipedia.org/wiki/Chile,"Chile -30,-71",Chile ," -30 , -71 "," -33.0 , -71.0","Chile -30,-71","[(-30.0, -71.0)]",333.5852511725747
201,South America,South America,-14.60,-57.65,https://en.wikipedia.org/wiki/South_America,"South America -14.60,-57.65",South America ," -14.60 , -57.65 "," -21.0 , -59.0","South America -14.60,-57.65","[(-14.60485, -57.65625), (-14.60485, -57.65625)]",725.1811529261913
202,Nairobi,Nairobi,-1.28,36.81,https://en.wikipedia.org/wiki/Nairobi,"Nairobi -1.28,36.81",Nairobi ," -1.28 , 36.81 "," -1.2863888888889 , 36.817222222222","Nairobi -1.28,36.81","[(-1.28333, 36.81667), (-1.28333, 36.81667), (-1.28333, 36.81667), (-1.28333, 36.81667)]",0.3456289021809861
203,East Africa,East Africa,-0.52,36.51,https://en.wikipedia.org/wiki/East_Africa,"East Africa -0.52,36.51",East Africa ," -0.52 , 36.51 "," -1.300444 , 36.84726","East Africa -0.52,36.51","[(7.1881, 21.09375)]",1986.3583675831776
204,Nottingham,Nottingham,52.95,-1.13,https://en.wikipedia.org/wiki/Nottingham,"Nottingham 52.95,-1.13",Nottingham ," 52.95 , -1.13 "," 52.955 , -1.1491666666667","Nottingham 52.95,-1.13","[(52.9536, -1.15047)]",0.17848567338476398
205,Garissa,Garissa,-0.45,39.65,https://en.wikipedia.org/wiki/Garissa,"Garissa -0.45,39.65",Garissa ," -0.45 , 39.65 "," -0.45694444444444 , 39.658333333333","Garissa -0.45,39.65","[(-0.172, 40.041)]",53.050940349297896
206,Zimbabwe,Zimbabwe,-20,30,https://en.wikipedia.org/wiki/Zimbabwe,"Zimbabwe -20,30",Zimbabwe ," -20 , 30 "," -19.0 , 30.0","Zimbabwe -20,30","[(-19.0, 29.75), (-19.0, 29.75), (-19.0, 29.75), (-19.0, 29.75), (-19.0, 29.75), (-19.0, 29.75)]",26.28425208407744
207,Angola,Angola,-12.5,18.5,https://en.wikipedia.org/wiki/Angola,"Angola -12.5,18.5",Angola ," -12.5 , 18.5 "," -12.35 , 17.35","Angola -12.5,18.5","[(-12.5, 18.5), (-12.5, 18.5), (-12.5, 18.5), (-12.5, 18.5), (-12.5, 18.5), (-12.5, 18.5), (-12.5, 18.5), (-12.5, 18.5)]",125.98814189692858
208,Chad,Chad,15,19,https://en.wikipedia.org/wiki/Chad,"Chad 15,19",Chad ," 15 , 19 "," 15.466667 , 19.4","Chad 15,19","[(15.0, 19.0), (15.0, 19.0)]",67.33787198067105
209,Democratic Republic of the Congo,Democratic Republic of the Congo,-2.88,23.65,https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo,"Democratic Republic of the Congo -2.88,23.65",Democratic Republic of the Congo ," -2.88 , 23.65 "," -2.88 , 23.656","Democratic Republic of the Congo -2.88,23.65","[(-2.5, 23.5)]",45.66887912648824
210,DR Congo,Democratic Republic of the Congo,-2.88,23.65,https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo,"Democratic Republic of the Congo -2.88,23.65",Democratic Republic of the Congo ," -2.88 , 23.65 "," -2.88 , 23.656","Democratic Republic of the Congo -2.88,23.65",[],
211,Congo,Democratic Republic of the Congo,-2.88,23.65,https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo,"Democratic Republic of the Congo -2.88,23.65",Democratic Republic of the Congo ," -2.88 , 23.65 "," -2.88 , 23.656","Democratic Republic of the Congo -2.88,23.65",[],
212,Democratic Republic of Congo,Democratic Republic of the Congo,-2.88,23.65,https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo,"Democratic Republic of the Congo -2.88,23.65",Democratic Republic of the Congo ," -2.88 , 23.65 "," -2.88 , 23.656","Democratic Republic of the Congo -2.88,23.65",[],
213,DRC,Democratic Republic of the Congo,-2.88,23.65,https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo,"Democratic Republic of the Congo -2.88,23.65",Democratic Republic of the Congo ," -2.88 , 23.65 "," -2.88 , 23.656","Democratic Republic of the Congo -2.88,23.65",[],
